Curve H2
101550 19
101600 19
101650 19
101700 19
101750 19
101800 19
101850 19
101900 19
101950 19
102000 19
102050 19
102100 20
102150 20
102200 20
102250 20
102300 20
102350 20
102400 20
102450 20
102500 20
102550 20
102600 20
102650 20
102700 20
102750 20
102800 20
102850 20
102900 20
102950 20
103000 20
103050 20
103100 20
103150 20
103200 20
103250 20
103300 20
103350 20
103400 20
103450 20
103500 20
103550 20
103600 20
103650 20
103700 20
103750 20
103800 20
103850 20
103900 20
103950 20
104000 20
104050 20
104100 20
104150 20
104200 20
104250 20
104300 20
104350 20
104400 20
104450 20
104500 20
104550 20
104600 20
104650 20
104700 20
104750 20
104800 20
104850 20
104900 20
104950 20
105000 20
105050 20
105100 20
105150 20
105200 20
105250 20
105300 20
105350 20
105400 20
105450 20
105500 20
105550 20
105600 20
105650 20
105700 20
105750 20
105800 21
105850 21
105900 21
105950 21
106000 21
106050 21
106100 21
106150 21
106200 21
106250 21
106300 21
106350 21
106400 21
106450 21
106500 21
106550 21
106600 21
106650 21
106700 21
106750 21
106800 21
106850 21
106900 21
106950 21
107000 21
107050 21
107100 21
107150 21
107200 21
107250 21
107300 21
107350 21
107400 21
107450 21
107500 21
107550 21
107600 21
107650 21
107700 21
107750 21
107800 21
107850 21
107900 21
107950 21
108000 21
108050 21
108100 21
108150 21
108200 21
108250 21
108300 21
108350 21
108400 21
108450 21
108500 21
108550 21
108600 21
108650 21
108700 21
108750 21
108800 21
108850 21
108900 21
108950 21
109000 21
109050 21
109100 21
109150 21
109200 21
109250 21
109300 21
109350 21
109400 21
109450 21
109500 21
109550 21
109600 21
109650 21
109700 21
109750 21
109800 21
109850 22
109900 22
109950 22
110000 22
110050 22
110100 22
110150 22
110200 22
110250 22
110300 22
110350 22
110400 22
110450 22
110500 22
110550 22
110600 22
110650 22
110700 22
110750 22
110800 22
110850 22
110900 22
110950 22
111000 22
111050 22
111100 22
111150 22
111200 22
111250 22
111300 22
111350 22
111400 22
111450 22
111500 22
111550 22
111600 22
111650 22
111700 22
111750 22
111800 22
111850 22
111900 22
111950 22
112000 22
112050 22
112100 22
112150 22
112200 22
112250 22
112300 22
112350 22
112400 22
112450 22
112500 22
112550 22
112600 22
112650 22
112700 22
112750 22
112800 22
112850 22
112900 22
112950 22
113000 22
113050 22
113100 22
113150 22
113200 22
113250 22
113300 22
113350 22
113400 22
113450 22
113500 22
113550 22
113600 22
113650 22
113700 22
113750 22
113800 22
113850 22
113900 22
113950 22
114000 22
114050 22
114100 22
114150 22
114200 22
114250 22
114300 22
114350 22
114400 22
114450 22
114500 22
114550 22
114600 22
114650 22
114700 22
114750 22
114800 22
114850 22
114900 22
114950 22
115000 22
115050 22
115100 22
115150 22
115200 22
115250 22
115300 22
115350 22
115400 22
115450 22
115500 22
115550 22
115600 22
115650 22
115700 22
115750 22
115800 22
115850 22
115900 22
115950 22
116000 22
116050 22
116100 22
116150 22
116200 22
116250 22
116300 22
116350 22
116400 22
116450 22
116500 22
116550 22
116600 22
116650 22
116700 22
116750 22
116800 22
116850 22
116900 22
116950 22
117000 22
117050 22
117100 22
117150 22
117200 22
117250 22
117300 22
117350 22
117400 22
117450 22
117500 22
117550 22
117600 22
117650 22
117700 22
117750 22
117800 22
117850 22
117900 22
117950 22
118000 22
118050 22
118100 22
118150 22
118200 22
118250 22
118300 22
118350 22
118400 22
118450 22
118500 22
118550 22
118600 22
118650 22
118700 22
118750 22
118800 22
118850 22
118900 22
118950 22
119000 22
119050 22
119100 22
119150 22
119200 22
119250 22
119300 22
119350 22
119400 22
119450 22
119500 22
119550 22
119600 22
119650 22
119700 22
119750 22
119800 22
119850 22
119900 22
119950 22
120000 22
120050 22
120100 22
120150 22
120200 22
120250 22
120300 22
120350 22
120400 22
120450 22
120500 22
120550 22
120600 22
120650 22
120700 22
120750 22
120800 22
120850 22
120900 22
120950 22
121000 22
121050 22
121100 22
121150 22
121200 22
121250 22
121300 22
121350 22
121400 22
121450 22
121500 22
121550 22
121600 22
121650 22
121700 22
121750 22
121800 22
121850 22
121900 22
121950 22
122000 22
122050 22
122100 22
122150 22
122200 22
122250 22
122300 22
122350 22
122400 22
122450 22
122500 22
122550 22
122600 22
122650 22
122700 22
122750 22
122800 22
122850 22
122900 22
122950 22
123000 22
123050 22
123100 22
123150 22
123200 22
123250 22
123300 22
123350 22
123400 22
123450 22
123500 22
123550 22
123600 22
123650 22
123700 22
123750 22
123800 22
123850 22
123900 22
123950 22
124000 22
124050 22
124100 22
124150 22
124200 22
124250 22
124300 22
124350 22
124400 22
124450 22
124500 22
124550 22
124600 22
124650 22
124700 22
124750 22
124800 23
124850 23
124900 23
124950 23
125000 23
125050 23
125100 23
125150 23
125200 23
125250 24
125300 24
125350 24
125400 24
125450 24
125500 24
125550 24
125600 24
125650 24
125700 24
125750 24
125800 24
125850 24
125900 24
125950 24
126000 24
126050 24
126100 24
126150 24
126200 24
126250 24
126300 24
126350 24
126400 24
126450 24
126500 24
126550 24
126600 24
126650 24
126700 24
126750 24
126800 24
126850 24
126900 24
126950 24
127000 24
127050 24
127100 24
127150 24
127200 24
127250 24
127300 24
127350 24
127400 24
127450 24
127500 24
127550 24
127600 24
127650 24
127700 24
127750 24
127800 24
127850 24
127900 24
127950 24
128000 24
128050 24
128100 24
128150 24
128200 24
128250 24
128300 24
128350 24
128400 24
128450 24
128500 24
128550 24
128600 24
128650 24
128700 24
128750 24
128800 24
128850 24
128900 24
128950 24
129000 24
129050 24
129100 23
129150 23
129200 23
129250 23
129300 23
129350 23
129400 23
129450 23
129500 23
129550 23
129600 23
129650 24
129700 24
129750 24
129800 24
129850 24
129900 24
129950 24
130000 24
130050 24
130100 23
130150 23
130200 24
130250 24
130300 24
130350 24
130400 24
130450 24
130500 24
130550 24
130600 24
130650 24
130700 24
130750 24
130800 24
130850 24
130900 24
130950 24
131000 24
131050 24
131100 24
131150 24
131200 24
131250 24
131300 24
131350 24
131400 24
131450 24
131500 24
131550 24
131600 24
131650 24
131700 24
131750 24
131800 24
131850 24
131900 24
131950 24
132000 24
132050 24
132100 24
132150 24
132200 24
132250 24
132300 24
132350 24
132400 24
132450 24
132500 24
132550 24
132600 24
132650 24
132700 23
132750 24
132800 24
132850 24
132900 24
132950 24
133000 24
133050 24
133100 24
133150 24
133200 24
133250 24
133300 24
133350 24
133400 24
133450 24
133500 24
133550 24
133600 24
133650 24
133700 24
133750 24
133800 24
133850 24
133900 24
133950 24
134000 24
134050 24
134100 24
134150 24
134200 24
134250 24
134300 24
134350 24
134400 24
134450 24
134500 24
134550 24
134600 25
134650 25
134700 25
134750 25
134800 25
134850 25
134900 25
134950 25
135000 25
135050 25
135100 25
135150 25
135200 25
135250 25
135300 25
135350 25
135400 25
135450 25
135500 25
135550 25
135600 25
135650 25
135700 25
135750 25
135800 25
135850 25
135900 25
135950 25
136000 25
136050 25
136100 25
136150 25
136200 25
136250 25
136300 25
136350 25
136400 25
136450 25
136500 25
136550 25
136600 25
136650 25
136700 25
136750 25
136800 25
136850 25
136900 25
136950 25
137000 25
137050 25
137100 25
137150 25
137200 25
137250 25
137300 25
137350 25
137400 25
137450 25
137500 25
137550 25
137600 25
137650 25
137700 25
137750 25
137800 25
137850 25
137900 25
137950 25
138000 25
138050 25
138100 25
138150 26
138200 26
138250 25
138300 25
138350 25
138400 25
138450 25
138500 25
138550 25
138600 25
138650 25
138700 25
138750 25
138800 25
138850 25
138900 25
138950 25
139000 25
139050 25
139100 25
139150 25
139200 25
139250 25
139300 25
139350 25
139400 25
139450 25
139500 25
139550 25
139600 25
139650 25
139700 25
139750 25
139800 25
