Curve H2
139850 25
139900 25
139950 25
140000 25
140050 25
140100 25
140150 25
140200 25
140250 25
140300 25
140350 25
140400 25
140450 25
140500 25
140550 25
140600 25
140650 25
140700 25
140750 25
140800 25
140850 25
140900 25
140950 25
141000 25
141050 25
141100 25
141150 25
141200 25
141250 25
141300 25
141350 25
141400 25
141450 25
141500 25
141550 25
141600 25
141650 25
141700 25
141750 25
141800 25
141850 25
141900 25
141950 25
142000 25
142050 25
142100 25
142150 25
142200 25
142250 25
142300 25
142350 25
142400 25
142450 25
142500 25
142550 25
142600 25
142650 25
142700 25
142750 25
142800 25
142850 25
142900 25
142950 25
143000 25
143050 25
143100 25
143150 25
143200 25
143250 25
143300 25
143350 25
143400 25
143450 25
143500 26
143550 26
143600 26
143650 26
143700 26
143750 26
143800 26
143850 26
143900 26
143950 26
144000 26
144050 26
144100 26
144150 27
144200 27
144250 27
144300 27
144350 27
144400 27
144450 27
144500 27
144550 27
144600 27
144650 27
144700 27
144750 27
144800 27
144850 27
144900 27
144950 27
145000 27
145050 27
145100 27
145150 27
145200 27
145250 27
145300 27
145350 27
145400 27
145450 27
145500 27
145550 27
145600 27
145650 27
145700 27
145750 27
145800 27
145850 27
145900 27
145950 27
146000 27
146050 27
146100 27
146150 27
146200 27
146250 27
146300 27
146350 27
146400 27
146450 27
146500 27
146550 27
146600 27
146650 27
146700 27
146750 27
146800 27
146850 27
146900 27
146950 27
147000 27
147050 27
147100 27
147150 27
147200 27
147250 27
147300 27
147350 27
147400 27
147450 27
147500 27
147550 27
147600 27
147650 27
147700 27
147750 27
147800 27
147850 27
147900 27
147950 27
148000 27
148050 27
148100 28
148150 27
148200 27
148250 28
148300 28
148350 28
148400 28
148450 28
148500 28
148550 28
148600 28
148650 28
148700 28
148750 28
148800 28
148850 28
148900 28
148950 28
149000 28
149050 28
149100 28
149150 28
149200 28
149250 28
149300 28
149350 28
149400 28
149450 28
149500 28
149550 28
149600 28
149650 28
149700 28
149750 28
149800 28
149850 28
149900 28
149950 28
150000 28
150050 28
150100 28
150150 28
150200 28
150250 28
150300 28
150350 28
150400 28
150450 28
150500 28
150550 28
150600 28
150650 28
150700 28
150750 28
150800 28
150850 28
150900 28
150950 28
151000 28
151050 28
151100 28
151150 28
151200 28
151250 28
151300 28
151350 28
151400 28
151450 28
151500 28
151550 28
151600 28
151650 28
151700 28
151750 28
151800 28
151850 28
151900 28
151950 29
152000 29
152050 29
152100 29
152150 29
152200 29
152250 29
152300 29
152350 29
152400 29
152450 28
152500 29
152550 29
152600 29
152650 29
152700 29
152750 29
152800 29
152850 29
152900 29
152950 29
153000 29
153050 29
153100 29
153150 29
153200 29
153250 29
153300 29
153350 29
153400 29
153450 29
153500 29
153550 29
153600 29
153650 29
153700 29
153750 29
153800 29
153850 29
153900 29
153950 29
154000 29
154050 29
154100 29
154150 29
154200 29
154250 29
154300 29
154350 29
154400 29
154450 29
154500 29
154550 29
154600 29
154650 29
154700 29
154750 29
154800 29
154850 29
154900 29
154950 29
155000 29
155050 29
155100 29
155150 29
155200 29
155250 29
155300 29
155350 29
155400 29
155450 29
155500 29
155550 29
155600 29
155650 29
155700 29
155750 29
155800 29
155850 29
155900 29
155950 29
156000 29
156050 29
156100 29
156150 29
156200 29
156250 29
156300 29
156350 29
156400 29
156450 29
156500 29
156550 29
156600 30
156650 30
156700 30
156750 30
156800 30
156850 30
156900 30
156950 30
157000 30
157050 30
157100 30
157150 30
157200 30
157250 30
157300 30
157350 30
157400 31
157450 31
157500 31
157550 31
157600 31
157650 31
157700 31
157750 31
157800 31
157850 31
157900 31
157950 31
158000 31
158050 31
158100 31
158150 31
158200 31
158250 31
158300 31
158350 31
158400 32
158450 32
158500 32
158550 32
158600 32
158650 32
158700 32
158750 32
158800 32
158850 32
158900 32
158950 32
159000 32
159050 32
159100 32
159150 32
159200 32
159250 32
159300 32
159350 32
159400 32
159450 32
159500 31
159550 32
159600 32
159650 32
159700 32
159750 32
159800 32
159850 32
159900 32
159950 32
160000 32
160050 32
160100 32
160150 32
160200 32
160250 32
160300 33
160350 33
160400 33
160450 33
160500 33
160550 33
160600 33
160650 33
160700 33
160750 33
160800 33
160850 33
160900 33
160950 33
161000 33
161050 33
161100 33
161150 33
161200 33
161250 33
161300 33
161350 33
161400 33
161450 33
161500 33
161550 33
161600 33
161650 33
161700 33
161750 33
161800 33
161850 33
161900 33
161950 33
162000 33
162050 33
162100 33
162150 33
162200 33
162250 33
162300 33
162350 33
162400 34
162450 34
162500 34
162550 34
162600 34
162650 34
162700 34
162750 34
162800 34
162850 34
162900 34
162950 34
163000 34
163050 34
163100 34
163150 34
163200 34
163250 34
163300 34
163350 34
163400 34
163450 34
163500 34
163550 34
163600 34
163650 34
163700 34
163750 34
163800 34
163850 34
163900 34
163950 34
164000 34
164050 34
164100 34
164150 34
164200 34
164250 34
164300 34
164350 34
164400 34
164450 34
164500 34
164550 34
164600 34
164650 34
164700 34
164750 34
164800 34
164850 34
164900 34
164950 34
165000 35
165050 35
165100 35
165150 35
165200 35
165250 35
165300 35
165350 35
165400 35
165450 35
165500 35
165550 35
165600 35
165650 35
165700 35
165750 35
165800 35
165850 35
165900 35
165950 35
166000 35
166050 35
166100 35
166150 35
166200 35
166250 35
166300 35
166350 35
166400 35
166450 35
166500 35
166550 35
166600 35
166650 35
166700 35
166750 35
166800 35
166850 35
166900 35
166950 35
167000 35
167050 35
167100 35
167150 35
167200 35
167250 35
167300 35
167350 35
167400 35
167450 35
167500 35
167550 35
167600 35
167650 35
167700 35
167750 35
167800 36
167850 36
167900 36
167950 36
168000 36
168050 36
168100 36
168150 36
168200 36
168250 36
168300 36
168350 36
168400 36
168450 36
168500 36
168550 36
168600 36
168650 36
168700 36
168750 36
168800 36
168850 36
168900 36
168950 36
169000 36
169050 36
169100 36
169150 36
169200 36
169250 36
169300 36
169350 36
169400 36
169450 36
169500 36
169550 36
169600 36
169650 36
169700 36
169750 36
169800 36
169850 36
169900 36
169950 36
170000 36
170050 36
170100 36
170150 36
170200 36
170250 36
170300 36
170350 36
170400 36
170450 36
170500 36
170550 36
170600 36
170650 36
170700 36
170750 36
170800 36
170850 36
170900 36
170950 36
171000 36
171050 36
171100 36
171150 36
171200 36
171250 36
171300 36
171350 36
171400 36
171450 36
171500 36
171550 36
171600 36
171650 36
171700 36
171750 36
171800 36
171850 36
171900 36
171950 36
172000 36
172050 36
172100 36
172150 36
172200 36
172250 36
172300 36
172350 36
172400 37
172450 37
172500 37
172550 37
172600 37
172650 37
172700 37
172750 37
172800 37
172850 37
172900 37
172950 37
173000 37
173050 37
173100 37
173150 37
173200 37
173250 37
173300 37
173350 37
173400 37
173450 37
173500 37
173550 37
173600 37
173650 37
173700 37
173750 37
173800 37
173850 37
173900 37
173950 37
174000 37
174050 37
174100 37
174150 37
174200 37
174250 37
174300 37
174350 37
174400 37
174450 37
174500 37
174550 37
174600 37
174650 37
174700 37
174750 37
174800 37
174850 37
174900 37
174950 37
175000 37
175050 37
175100 37
175150 37
175200 37
175250 37
175300 37
175350 37
175400 37
175450 37
175500 37
175550 37
175600 37
175650 37
175700 37
175750 37
175800 37
175850 37
175900 37
175950 37
176000 37
176050 37
176100 37
176150 37
176200 37
176250 37
176300 37
176350 37
176400 37
176450 37
176500 37
176550 37
176600 37
176650 37
176700 37
176750 37
176800 37
176850 37
176900 37
176950 37
177000 37
177050 37
177100 37
177150 37
177200 37
177250 37
177300 37
177350 37
177400 37
177450 37
177500 37
177550 37
177600 37
177650 37
177700 37
177750 37
177800 37
177850 37
177900 37
177950 37
178000 37
178050 37
178100 37
178150 37
178200 37
178250 37
178300 37
178350 37
178400 37
178450 37
178500 37
178550 37
178600 37
178650 37
178700 37
178750 37
178800 37
178850 37
178900 37
178950 37
179000 37
179050 37
179100 37
179150 37
179200 37
179250 37
179300 37
179350 37
179400 37
179450 37
179500 37
179550 37
179600 37
179650 37
179700 37
179750 37
179800 37
179850 37
179900 37
179950 37
180000 37
180050 37
180100 37
180150 37
180200 37
180250 37
180300 37
180350 37
180400 37
180450 37
180500 37
180550 37
180600 37
180650 37
180700 37
180750 37
180800 37
180850 37
180900 37
180950 37
181000 37
181050 37
181100 37
181150 37
181200 37
181250 37
181300 37
181350 37
181400 37
181450 37
181500 37
181550 37
181600 37
181650 37
181700 37
181750 37
181800 37
181850 37
181900 37
181950 37
182000 37
182050 37
182100 37
182150 37
182200 37
182250 37
182300 37
182350 37
182400 37
182450 37
182500 37
182550 37
182600 37
182650 37
182700 37
182750 37
182800 37
182850 37
182900 37
182950 37
183000 37
183050 37
183100 37
183150 37
183200 37
183250 37
183300 37
183350 37
183400 37
183450 37
183500 37
183550 37
183600 37
183650 37
183700 37
183750 37
183800 37
183850 37
183900 37
183950 37
184000 37
184050 37
184100 37
184150 37
184200 37
184250 37
184300 37
184350 37
184400 37
184450 37
184500 37
184550 37
184600 37
184650 37
184700 37
184750 37
184800 37
184850 37
184900 37
184950 37
185000 37
185050 37
185100 37
185150 37
185200 37
185250 37
185300 37
185350 37
185400 37
185450 37
185500 37
185550 37
185600 37
185650 37
185700 37
185750 37
185800 37
185850 37
185900 37
185950 37
186000 37
186050 37
186100 37
186150 37
186200 37
186250 37
186300 37
186350 37
186400 37
186450 37
186500 37
186550 37
186600 37
186650 37
186700 37
186750 37
186800 37
186850 37
186900 37
186950 37
187000 37
187050 37
187100 37
187150 37
187200 37
187250 37
187300 37
187350 37
187400 37
187450 37
187500 37
187550 37
187600 37
187650 37
187700 37
187750 37
187800 37
187850 37
187900 37
187950 37
188000 37
188050 37
188100 37
188150 37
188200 37
188250 37
188300 37
188350 37
188400 37
188450 37
188500 37
188550 37
188600 37
188650 37
188700 37
188750 37
188800 37
188850 37
188900 37
188950 37
189000 37
189050 37
189100 37
189150 37
189200 37
189250 37
189300 37
189350 37
189400 37
189450 37
189500 37
189550 37
189600 37
189650 37
189700 37
189750 37
189800 37
189850 37
189900 37
189950 37
190000 38
190050 38
190100 38
190150 38
190200 38
190250 38
190300 38
190350 38
190400 38
190450 38
190500 38
190550 38
190600 38
190650 38
190700 38
190750 38
190800 38
190850 38
190900 38
190950 38
191000 38
191050 38
191100 38
191150 38
191200 38
191250 38
191300 38
191350 38
191400 38
191450 38
191500 38
191550 38
191600 38
191650 38
191700 38
191750 38
191800 38
191850 38
191900 38
191950 38
192000 38
192050 38
192100 38
192150 38
192200 38
192250 38
192300 38
192350 38
192400 38
192450 38
192500 38
192550 38
192600 38
192650 38
192700 38
192750 38
192800 38
192850 39
192900 39
192950 39
193000 39
193050 39
193100 39
193150 39
193200 39
193250 39
193300 39
193350 39
193400 39
193450 39
193500 39
193550 38
193600 39
193650 39
193700 39
193750 39
193800 39
193850 39
193900 39
193950 39
194000 39
194050 39
194100 39
194150 39
194200 39
194250 39
194300 39
194350 39
194400 39
194450 40
194500 40
194550 40
194600 40
194650 40
194700 40
194750 40
194800 40
194850 40
194900 40
194950 40
195000 40
195050 40
195100 40
195150 40
195200 40
195250 40
195300 40
195350 40
195400 40
195450 40
195500 40
195550 40
195600 40
195650 40
195700 40
195750 40
195800 40
195850 40
195900 40
195950 40
196000 40
196050 40
196100 40
196150 40
196200 40
196250 40
196300 40
196350 40
196400 40
196450 40
196500 40
196550 40
196600 40
196650 40
196700 40
196750 40
196800 40
196850 40
196900 40
196950 40
197000 40
197050 40
197100 40
197150 40
197200 40
197250 40
197300 40
197350 40
197400 40
197450 40
197500 40
197550 40
197600 40
197650 40
197700 40
197750 40
197800 40
197850 40
197900 41
197950 41
198000 41
198050 41
198100 41
198150 41
198200 41
198250 41
198300 41
198350 41
198400 41
198450 41
198500 41
198550 41
198600 41
198650 41
198700 41
198750 41
198800 41
198850 41
198900 41
198950 41
199000 41
199050 41
199100 41
199150 41
199200 41
199250 41
199300 41
199350 41
199400 41
199450 41
199500 41
199550 41
199600 41
199650 41
199700 41
199750 41
199800 41
199850 41
199900 41
199950 41
200000 41
200050 41
200100 41
200150 41
200200 41
200250 41
200300 41
200350 41
200400 41
200450 41
200500 41
200550 41
200600 41
200650 41
200700 41
200750 41
200800 41
200850 41
200900 41
200950 41
201000 41
201050 41
201100 41
201150 41
201200 41
201250 41
201300 41
201350 41
201400 41
201450 41
201500 41
201550 41
201600 41
201650 41
201700 41
201750 41
201800 41
201850 41
201900 41
201950 41
202000 41
202050 41
202100 41
202150 41
202200 41
202250 41
202300 42
202350 42
202400 42
202450 42
202500 42
202550 42
202600 42
202650 42
202700 42
202750 42
202800 42
202850 42
202900 42
202950 42
203000 42
203050 42
203100 42
203150 42
203200 42
203250 42
203300 42
203350 42
203400 42
203450 42
203500 42
203550 42
203600 42
203650 42
203700 42
203750 42
203800 42
203850 42
203900 42
203950 42
204000 42
204050 42
204100 42
204150 42
204200 42
204250 42
204300 42
204350 42
204400 42
204450 42
204500 42
204550 42
204600 42
204650 42
204700 42
204750 42
204800 42
204850 42
204900 42
204950 42
205000 42
205050 42
205100 42
205150 42
205200 42
205250 42
205300 42
205350 42
205400 42
205450 42
205500 42
205550 42
205600 42
205650 42
205700 42
205750 42
205800 42
205850 42
205900 42
205950 42
206000 42
206050 42
206100 42
206150 42
206200 42
206250 42
206300 42
206350 42
206400 42
206450 42
206500 42
206550 42
206600 42
206650 42
206700 42
206750 42
206800 42
206850 42
206900 42
206950 42
207000 42
207050 42
207100 42
207150 42
207200 42
207250 42
207300 42
207350 42
207400 42
207450 42
207500 42
207550 42
207600 42
207650 42
207700 42
207750 42
207800 42
207850 42
207900 42
207950 42
208000 42
208050 42
208100 42
208150 42
208200 42
208250 42
208300 42
208350 42
208400 42
208450 42
208500 42
208550 42
208600 42
208650 42
208700 42
208750 42
208800 42
208850 42
208900 42
208950 42
209000 42
209050 42
209100 42
209150 42
209200 42
209250 42
209300 42
209350 42
209400 42
209450 42
209500 42
209550 42
209600 41
209650 42
209700 42
209750 42
209800 42
209850 42
209900 42
209950 42
210000 42
210050 42
210100 42
210150 42
210200 42
210250 42
210300 42
210350 42
210400 42
210450 42
210500 42
210550 42
210600 42
210650 42
210700 42
210750 42
210800 42
210850 42
210900 42
210950 42
211000 42
211050 42
211100 42
211150 42
211200 42
211250 42
211300 42
211350 42
211400 42
211450 42
211500 42
211550 42
211600 42
211650 42
211700 42
211750 42
211800 42
211850 42
211900 42
211950 42
212000 42
212050 42
212100 42
212150 42
212200 43
212250 43
212300 43
212350 43
212400 43
212450 43
212500 43
212550 43
212600 43
212650 43
212700 43
212750 43
212800 43
212850 43
212900 43
212950 43
213000 43
213050 43
213100 43
213150 43
213200 43
213250 43
213300 43
213350 43
213400 43
213450 43
213500 43
213550 43
213600 43
213650 43
213700 43
213750 43
213800 43
213850 43
213900 43
213950 43
214000 43
214050 43
214100 43
214150 43
214200 43
214250 43
214300 43
214350 43
214400 43
214450 43
214500 43
214550 43
214600 43
214650 43
214700 43
214750 43
214800 43
214850 43
214900 43
214950 43
215000 44
215050 44
215100 44
215150 44
215200 44
215250 44
215300 44
215350 44
215400 44
215450 44
215500 44
215550 44
215600 44
215650 44
215700 44
215750 44
215800 44
215850 44
215900 44
215950 44
216000 44
216050 44
216100 44
216150 44
216200 44
216250 44
216300 44
216350 44
216400 44
216450 44
216500 44
216550 44
216600 44
216650 44
216700 44
216750 44
216800 44
216850 44
216900 44
216950 45
217000 45
217050 45
217100 45
217150 45
217200 45
217250 45
217300 45
217350 45
217400 45
217450 45
217500 45
217550 45
217600 45
217650 45
217700 45
217750 45
217800 45
217850 45
217900 45
217950 45
218000 45
218050 45
218100 45
218150 45
218200 45
218250 45
218300 45
218350 45
218400 45
218450 45
218500 45
218550 45
218600 45
218650 45
218700 45
218750 45
218800 45
218850 45
218900 45
218950 45
219000 45
219050 45
219100 45
219150 45
219200 45
219250 45
219300 45
219350 45
219400 45
219450 45
219500 45
219550 45
219600 45
219650 45
219700 45
219750 45
219800 45
219850 45
219900 45
219950 45
220000 45
220050 45
220100 45
220150 45
220200 45
220250 45
220300 45
220350 45
220400 45
220450 45
220500 45
220550 45
220600 45
220650 45
220700 45
220750 45
220800 45
220850 45
220900 45
220950 45
221000 45
221050 45
221100 45
221150 45
221200 45
221250 45
221300 45
221350 45
221400 45
221450 45
221500 45
221550 45
221600 45
221650 45
221700 45
221750 45
221800 45
221850 45
221900 45
221950 45
222000 45
222050 45
222100 45
222150 45
222200 45
222250 45
222300 45
222350 45
222400 45
222450 45
222500 45
222550 45
222600 45
222650 45
222700 45
222750 45
222800 45
222850 45
222900 45
222950 45
223000 45
223050 45
223100 45
223150 45
223200 45
223250 45
223300 45
223350 45
223400 45
223450 45
223500 45
223550 45
223600 45
223650 45
223700 45
223750 45
223800 45
223850 45
223900 45
223950 45
224000 45
224050 45
224100 45
224150 45
224200 45
224250 45
224300 45
224350 45
224400 45
224450 45
224500 46
224550 46
224600 46
224650 46
224700 46
224750 46
224800 46
224850 46
224900 46
224950 46
225000 46
225050 46
225100 46
225150 46
225200 46
225250 46
225300 46
225350 46
225400 46
225450 46
225500 46
225550 46
225600 46
225650 46
225700 46
225750 46
225800 46
225850 46
225900 46
225950 46
226000 46
226050 46
226100 46
226150 46
226200 46
226250 46
226300 46
226350 46
226400 46
226450 46
226500 46
226550 46
226600 46
226650 46
226700 46
226750 46
226800 46
226850 46
226900 46
226950 46
227000 46
227050 46
227100 46
227150 46
227200 46
227250 46
227300 46
227350 46
227400 46
227450 46
227500 46
227550 46
227600 46
227650 46
227700 46
227750 46
227800 46
227850 46
227900 46
227950 46
228000 46
228050 46
228100 46
228150 46
228200 46
228250 47
228300 47
228350 47
228400 47
228450 47
228500 47
228550 47
228600 47
228650 47
228700 47
228750 47
228800 47
228850 47
228900 47
228950 47
229000 47
229050 47
229100 47
229150 47
229200 47
229250 47
229300 47
229350 47
229400 47
229450 47
229500 47
229550 47
229600 47
229650 47
229700 47
229750 47
229800 47
229850 47
229900 46
229950 47
230000 47
230050 47
230100 47
230150 47
230200 47
230250 47
230300 47
230350 47
230400 47
230450 47
230500 47
230550 47
230600 47
230650 47
230700 47
230750 47
230800 46
230850 47
230900 47
230950 47
231000 47
231050 47
231100 47
231150 47
231200 47
231250 47
231300 47
231350 47
231400 47
231450 47
231500 47
231550 47
231600 47
231650 47
231700 47
231750 47
231800 47
231850 47
231900 47
231950 47
232000 47
232050 47
232100 47
232150 47
232200 47
232250 47
232300 47
232350 47
232400 47
232450 47
232500 47
232550 47
232600 47
232650 47
232700 47
232750 47
232800 47
232850 47
232900 47
232950 47
233000 47
233050 47
233100 47
233150 47
233200 47
233250 47
233300 47
233350 48
233400 48
233450 48
233500 48
233550 48
233600 48
233650 48
233700 48
233750 48
233800 48
233850 48
233900 48
233950 48
234000 48
234050 48
234100 48
234150 48
234200 48
234250 48
234300 48
234350 48
234400 48
234450 48
234500 48
234550 48
234600 48
234650 48
234700 48
234750 48
234800 48
234850 48
234900 48
234950 48
235000 48
235050 48
235100 48
235150 48
235200 48
235250 48
235300 48
235350 48
235400 48
235450 48
235500 48
235550 48
235600 48
235650 48
235700 48
235750 48
235800 48
235850 48
235900 48
235950 48
236000 48
236050 48
236100 48
236150 48
236200 48
236250 48
236300 48
236350 48
236400 48
236450 48
236500 48
236550 48
236600 48
236650 48
236700 48
236750 48
236800 48
236850 48
236900 48
236950 48
237000 48
237050 48
237100 48
237150 48
237200 48
237250 48
237300 48
237350 48
237400 48
237450 48
237500 48
237550 48
237600 48
237650 48
237700 48
237750 48
237800 48
237850 48
237900 48
237950 48
238000 48
238050 48
238100 48
238150 48
238200 48
238250 48
238300 48
238350 48
238400 48
238450 49
238500 49
238550 49
238600 49
238650 49
238700 49
238750 49
238800 49
238850 49
238900 49
238950 49
239000 49
239050 49
239100 49
239150 49
239200 49
239250 49
239300 49
239350 49
239400 49
239450 49
239500 49
239550 49
239600 49
239650 49
239700 49
239750 49
239800 49
239850 49
239900 49
239950 49
240000 49
240050 49
240100 49
240150 49
240200 49
240250 49
240300 49
240350 49
240400 49
240450 49
240500 49
240550 49
240600 49
240650 49
240700 49
240750 49
240800 49
240850 49
240900 49
240950 49
241000 49
241050 49
241100 49
241150 49
241200 49
241250 49
241300 49
241350 49
241400 49
241450 49
241500 49
241550 49
241600 49
241650 49
241700 49
241750 49
241800 49
241850 49
241900 49
241950 49
242000 49
242050 49
242100 49
242150 49
242200 49
242250 49
242300 49
242350 49
242400 49
242450 49
242500 49
242550 49
242600 49
242650 49
242700 49
242750 49
242800 49
242850 49
242900 49
242950 49
243000 49
243050 49
243100 49
243150 49
243200 49
243250 49
243300 49
243350 49
243400 49
243450 49
243500 50
243550 50
243600 50
243650 50
243700 50
243750 50
243800 50
243850 50
243900 50
243950 50
244000 50
244050 50
244100 50
244150 50
244200 50
244250 50
244300 50
244350 50
244400 50
244450 50
244500 50
244550 50
244600 50
244650 50
244700 50
244750 50
244800 50
244850 50
244900 50
244950 50
245000 50
245050 50
245100 50
245150 50
245200 50
245250 50
245300 50
245350 50
245400 50
245450 50
245500 50
245550 50
245600 50
245650 50
245700 50
245750 50
245800 50
245850 50
245900 50
245950 50
246000 50
246050 50
246100 50
246150 50
246200 50
246250 50
246300 50
246350 50
246400 50
246450 50
246500 50
246550 50
246600 50
246650 50
246700 50
246750 50
246800 50
246850 50
246900 50
246950 50
247000 50
247050 50
247100 50
247150 50
247200 50
247250 50
247300 50
247350 50
247400 50
247450 50
247500 50
247550 50
247600 50
247650 50
247700 50
247750 50
247800 50
247850 50
247900 50
247950 50
248000 50
248050 50
248100 50
248150 50
248200 50
248250 50
248300 50
248350 50
248400 50
248450 50
248500 50
248550 50
248600 50
248650 50
248700 50
248750 50
248800 50
248850 50
248900 50
248950 50
249000 50
249050 50
249100 50
249150 50
249200 50
249250 50
249300 50
249350 50
249400 50
249450 50
249500 50
249550 50
249600 50
249650 50
249700 50
249750 50
249800 50
249850 50
249900 50
249950 50
250000 50
250050 50
250100 50
250150 50
250200 50
250250 50
250300 50
250350 50
250400 50
250450 50
250500 50
250550 50
250600 50
250650 50
250700 50
250750 50
250800 50
250850 50
250900 50
250950 50
251000 50
251050 50
251100 50
251150 50
251200 50
251250 50
251300 50
251350 50
251400 50
251450 50
251500 50
251550 50
251600 50
251650 50
251700 50
251750 50
251800 50
251850 50
251900 50
251950 50
252000 50
252050 50
252100 50
252150 50
252200 50
252250 50
252300 50
252350 50
252400 50
252450 50
252500 50
252550 50
252600 50
252650 50
252700 50
252750 50
252800 50
252850 50
252900 50
252950 50
253000 50
253050 50
253100 50
253150 50
253200 51
253250 51
253300 51
253350 51
253400 51
253450 51
253500 51
253550 51
253600 51
253650 51
253700 51
253750 51
253800 51
253850 51
253900 51
253950 51
254000 51
254050 51
254100 51
254150 51
254200 50
254250 50
254300 50
254350 50
254400 51
254450 51
254500 51
254550 51
254600 51
254650 51
254700 51
254750 51
254800 51
254850 51
254900 51
254950 51
255000 51
255050 51
255100 51
255150 51
255200 51
255250 51
255300 51
255350 51
255400 51
255450 51
255500 51
255550 51
255600 51
255650 50
255700 51
255750 51
255800 51
255850 51
255900 51
255950 51
256000 51
256050 51
256100 51
256150 51
256200 51
256250 51
256300 51
256350 51
256400 51
256450 51
256500 51
256550 51
256600 51
256650 51
256700 51
256750 51
256800 51
256850 51
256900 51
256950 51
257000 51
257050 51
257100 51
257150 51
257200 51
257250 51
257300 51
257350 51
257400 51
257450 51
257500 51
257550 51
257600 51
257650 51
257700 50
257750 50
257800 50
257850 50
257900 50
257950 50
258000 50
258050 50
258100 50
258150 50
258200 50
258250 50
258300 50
258350 50
258400 50
258450 50
258500 50
258550 50
258600 50
258650 50
258700 50
258750 50
258800 50
258850 50
258900 50
258950 50
259000 50
259050 50
259100 50
259150 50
259200 50
259250 50
259300 50
259350 50
259400 50
259450 50
259500 50
259550 50
259600 50
259650 50
259700 50
259750 50
259800 50
259850 50
259900 50
259950 50
260000 50
260050 50
260100 50
260150 50
260200 50
260250 50
260300 50
260350 50
260400 50
260450 50
260500 50
260550 50
260600 50
260650 50
260700 50
260750 50
260800 50
260850 50
260900 50
260950 50
261000 50
261050 50
261100 50
261150 50
261200 50
261250 50
261300 50
261350 50
261400 50
261450 50
261500 50
261550 50
261600 50
261650 50
261700 50
261750 50
261800 50
261850 50
261900 50
261950 50
262000 49
262050 49
262100 49
262150 49
262200 49
262250 49
262300 50
262350 50
262400 50
262450 50
262500 50
262550 50
262600 50
262650 50
262700 50
262750 50
262800 50
262850 50
262900 50
262950 50
263000 50
263050 50
263100 50
263150 50
263200 50
263250 50
263300 50
263350 50
263400 50
263450 50
263500 50
263550 50
263600 50
263650 50
263700 50
263750 50
263800 50
263850 50
263900 50
263950 50
264000 50
264050 50
264100 50
264150 50
264200 50
264250 50
264300 50
264350 50
264400 50
264450 50
264500 50
264550 50
264600 50
264650 50
264700 51
264750 51
264800 51
264850 51
264900 51
264950 51
265000 51
265050 51
265100 51
265150 51
265200 51
265250 51
265300 51
265350 51
265400 51
265450 51
265500 51
265550 51
265600 51
265650 51
265700 51
265750 51
265800 51
265850 51
265900 51
265950 51
266000 51
266050 51
266100 51
266150 51
266200 51
266250 51
266300 51
266350 51
266400 51
266450 51
266500 51
266550 51
266600 51
266650 51
266700 51
266750 51
266800 51
266850 51
266900 51
266950 51
267000 51
267050 51
267100 51
267150 51
267200 51
267250 51
267300 51
267350 51
267400 51
267450 51
267500 52
267550 52
267600 52
267650 52
267700 52
267750 52
267800 52
267850 52
267900 52
267950 52
268000 52
268050 52
268100 52
268150 52
268200 52
268250 52
268300 52
268350 52
268400 52
268450 52
268500 52
268550 52
268600 52
268650 52
268700 52
268750 52
268800 52
268850 52
268900 52
268950 52
269000 52
269050 52
269100 52
269150 52
269200 52
269250 52
269300 52
269350 52
269400 52
269450 52
269500 53
269550 53
269600 53
269650 53
269700 53
269750 53
269800 53
269850 53
269900 53
269950 53
270000 53
270050 53
270100 53
270150 53
270200 53
270250 53
270300 53
270350 53
270400 53
270450 53
270500 53
270550 53
270600 53
270650 53
270700 53
270750 53
270800 53
270850 53
270900 53
270950 53
271000 53
271050 53
271100 53
271150 53
271200 53
271250 53
271300 53
271350 53
271400 53
271450 53
271500 53
271550 53
271600 53
271650 53
271700 53
271750 53
271800 53
271850 53
271900 53
271950 53
272000 53
272050 53
272100 53
272150 53
272200 53
272250 53
272300 53
272350 53
272400 53
272450 53
272500 53
272550 53
272600 53
272650 53
272700 53
272750 53
272800 54
272850 54
272900 54
272950 54
273000 54
273050 54
273100 54
273150 54
273200 54
273250 54
273300 54
273350 54
273400 54
273450 54
273500 54
273550 54
273600 54
273650 54
273700 54
273750 54
273800 54
273850 54
273900 54
273950 54
274000 54
274050 54
274100 54
274150 54
274200 54
274250 54
274300 54
274350 54
274400 54
274450 54
274500 54
274550 54
274600 54
274650 54
274700 54
274750 54
274800 54
274850 54
274900 54
274950 55
275000 55
275050 55
275100 55
275150 55
275200 55
275250 55
275300 55
275350 55
275400 55
275450 55
275500 55
275550 55
275600 55
275650 55
275700 55
275750 55
275800 55
275850 55
275900 55
275950 55
276000 55
276050 55
276100 55
276150 55
276200 55
276250 55
276300 55
276350 55
276400 55
276450 55
276500 55
276550 55
276600 55
276650 55
276700 55
276750 55
276800 55
276850 55
276900 55
276950 55
277000 55
277050 55
277100 55
277150 55
277200 55
277250 55
277300 55
277350 55
277400 55
277450 55
277500 55
277550 55
277600 55
277650 55
277700 55
277750 55
277800 55
277850 55
277900 54
277950 54
278000 54
278050 54
278100 54
278150 54
278200 54
278250 54
278300 54
278350 54
278400 54
278450 54
278500 54
278550 54
278600 54
278650 54
278700 54
278750 54
278800 54
278850 54
278900 54
278950 54
279000 54
279050 54
279100 54
279150 54
279200 54
279250 54
279300 54
279350 54
279400 54
279450 54
279500 54
279550 54
279600 54
279650 54
279700 54
