Curve CH4
101450 16
101500 17
101550 17
101600 17
101650 17
101700 17
101750 17
101800 17
101850 17
101900 17
101950 17
102000 17
102050 17
102100 17
102150 17
102200 17
102250 17
102300 17
102350 17
102400 18
102450 18
102500 18
102550 18
102600 18
102650 18
102700 18
102750 18
102800 18
102850 18
102900 18
102950 18
103000 18
103050 18
103100 18
103150 18
103200 18
103250 18
103300 18
103350 18
103400 18
103450 18
103500 18
103550 18
103600 18
103650 18
103700 18
103750 18
103800 18
103850 18
103900 18
103950 18
104000 18
104050 18
104100 18
104150 18
104200 18
104250 18
104300 18
104350 18
104400 18
104450 18
104500 18
104550 18
104600 18
104650 18
104700 18
104750 18
104800 18
104850 18
104900 18
104950 18
105000 18
105050 18
105100 18
105150 18
105200 18
105250 18
105300 18
105350 18
105400 18
105450 18
105500 18
105550 18
105600 18
105650 18
105700 18
105750 18
105800 18
105850 18
105900 18
105950 18
106000 18
106050 18
106100 18
106150 18
106200 18
106250 18
106300 18
106350 18
106400 18
106450 18
106500 18
106550 18
106600 17
106650 18
106700 18
106750 18
106800 18
106850 18
106900 18
106950 18
107000 18
107050 18
107100 18
107150 18
107200 18
107250 18
107300 18
107350 18
107400 18
107450 18
107500 18
107550 18
107600 18
107650 18
107700 18
107750 18
107800 18
107850 18
107900 18
107950 18
108000 18
108050 18
108100 18
108150 18
108200 18
108250 18
108300 18
108350 18
108400 18
108450 18
108500 18
108550 18
108600 18
108650 18
108700 18
108750 18
108800 18
108850 18
108900 18
108950 18
109000 18
109050 18
109100 18
109150 18
109200 18
109250 18
109300 18
109350 18
109400 18
109450 18
109500 18
109550 18
109600 18
109650 18
109700 18
109750 18
109800 18
109850 18
109900 18
109950 18
110000 18
110050 18
110100 18
110150 18
110200 18
110250 18
110300 18
110350 18
110400 18
110450 18
110500 18
110550 18
110600 18
110650 18
110700 18
110750 18
110800 18
110850 18
110900 18
110950 18
111000 18
111050 18
111100 18
111150 18
111200 18
111250 17
111300 17
111350 17
111400 17
111450 17
111500 18
111550 18
111600 18
111650 18
111700 18
111750 18
111800 18
111850 18
111900 18
111950 18
112000 18
112050 18
112100 18
112150 18
112200 18
112250 18
112300 18
112350 18
112400 18
112450 18
112500 18
112550 18
112600 18
112650 18
112700 18
112750 18
112800 18
112850 18
112900 18
112950 18
113000 18
113050 18
113100 18
113150 18
113200 18
113250 18
113300 18
113350 18
113400 18
113450 18
113500 18
113550 18
113600 18
113650 18
113700 17
113750 18
113800 18
113850 18
113900 18
113950 18
114000 18
114050 17
114100 18
114150 18
114200 18
114250 18
114300 18
114350 18
114400 18
114450 18
114500 18
114550 18
114600 18
114650 18
114700 18
114750 18
114800 18
114850 18
114900 18
114950 18
115000 18
115050 18
115100 18
115150 18
115200 18
115250 18
115300 18
115350 18
115400 18
115450 18
115500 18
115550 18
115600 18
115650 18
115700 18
115750 18
115800 18
115850 18
115900 18
115950 18
116000 18
116050 18
116100 18
116150 18
116200 18
116250 18
116300 18
116350 18
116400 18
116450 18
116500 18
116550 18
116600 18
116650 18
116700 18
116750 18
116800 18
116850 18
116900 18
116950 18
117000 18
117050 18
117100 18
117150 18
117200 18
117250 18
117300 18
117350 18
117400 18
117450 18
117500 18
117550 18
117600 18
117650 18
117700 18
117750 18
117800 18
117850 18
117900 18
117950 18
118000 18
118050 18
118100 18
118150 18
118200 18
118250 18
118300 18
118350 18
118400 18
118450 18
118500 18
118550 18
118600 18
118650 18
118700 18
118750 18
118800 18
118850 18
118900 18
118950 18
119000 18
119050 18
119100 18
119150 18
119200 18
119250 18
119300 18
119350 18
119400 18
119450 18
119500 18
119550 18
119600 18
119650 18
119700 18
119750 18
119800 18
119850 18
119900 18
119950 18
120000 18
120050 18
120100 18
120150 18
120200 18
120250 18
120300 17
120350 17
120400 17
120450 17
120500 17
120550 17
120600 17
120650 17
120700 17
120750 17
120800 17
120850 17
120900 17
120950 17
121000 17
121050 17
121100 17
121150 17
121200 17
121250 17
121300 17
121350 17
121400 17
121450 17
121500 17
121550 17
121600 17
121650 16
121700 16
121750 16
121800 16
121850 16
121900 17
121950 17
122000 17
122050 17
122100 17
122150 17
122200 17
122250 16
122300 16
122350 16
122400 16
122450 16
122500 16
122550 16
122600 16
122650 16
122700 16
122750 16
122800 16
122850 16
122900 16
122950 16
123000 16
123050 16
123100 16
123150 16
123200 16
123250 16
123300 16
123350 16
123400 16
123450 16
123500 16
123550 16
123600 16
123650 16
123700 16
123750 16
123800 16
123850 16
123900 16
123950 16
124000 16
124050 16
124100 16
124150 16
124200 16
124250 16
124300 16
124350 16
124400 16
124450 16
124500 16
124550 16
124600 16
124650 16
124700 16
124750 16
124800 16
124850 16
124900 16
124950 16
125000 16
125050 16
125100 16
125150 16
125200 16
125250 16
125300 16
125350 16
125400 16
125450 16
125500 16
125550 16
125600 16
125650 16
125700 17
125750 17
125800 17
125850 17
125900 17
125950 17
126000 17
126050 17
126100 17
126150 17
126200 17
126250 17
126300 17
126350 17
126400 17
126450 17
126500 17
126550 17
126600 17
126650 17
126700 17
126750 17
126800 17
126850 17
126900 17
126950 17
127000 17
127050 17
127100 17
127150 17
127200 17
127250 17
127300 17
127350 17
127400 17
127450 17
127500 17
127550 17
127600 17
127650 17
127700 17
127750 17
127800 17
127850 17
127900 17
127950 17
128000 17
128050 17
128100 17
128150 17
128200 17
128250 17
128300 17
128350 17
128400 17
128450 17
128500 17
128550 17
128600 17
128650 17
128700 17
128750 17
128800 17
128850 17
128900 17
128950 17
129000 17
129050 17
129100 17
129150 17
129200 17
129250 17
129300 17
129350 17
129400 17
129450 17
129500 17
129550 17
129600 17
129650 17
129700 17
129750 17
129800 17
129850 17
129900 17
129950 17
130000 17
130050 17
130100 18
130150 17
130200 17
130250 17
130300 17
130350 17
130400 18
130450 18
130500 18
130550 18
130600 18
130650 18
130700 18
130750 18
130800 18
130850 18
130900 18
130950 18
131000 18
131050 18
131100 18
131150 18
131200 18
131250 18
131300 18
131350 18
131400 18
131450 18
131500 18
131550 18
131600 18
131650 18
131700 18
131750 18
131800 18
131850 18
131900 18
131950 18
132000 18
132050 18
132100 18
132150 18
132200 18
132250 18
132300 18
132350 18
132400 18
132450 18
132500 18
132550 18
132600 18
132650 18
132700 18
132750 18
132800 18
132850 18
132900 18
132950 18
133000 18
133050 18
133100 18
133150 18
133200 18
133250 18
133300 18
133350 18
133400 18
133450 18
133500 18
133550 18
133600 18
133650 18
133700 18
133750 18
133800 18
133850 18
133900 18
133950 18
134000 18
134050 18
134100 18
134150 18
134200 18
134250 18
134300 18
134350 18
134400 18
134450 18
134500 18
134550 18
134600 18
134650 18
134700 18
134750 18
134800 18
134850 18
134900 18
134950 18
135000 18
135050 18
135100 18
135150 18
135200 18
135250 18
135300 18
135350 18
135400 18
135450 18
135500 18
135550 18
135600 18
135650 18
135700 18
135750 18
135800 18
135850 18
135900 18
135950 18
136000 18
136050 18
136100 18
136150 18
136200 18
136250 18
136300 18
136350 18
136400 18
136450 18
136500 18
136550 18
136600 18
136650 18
136700 17
136750 18
136800 18
136850 18
136900 18
136950 18
137000 18
137050 18
137100 18
137150 18
137200 18
137250 18
137300 18
137350 18
137400 18
137450 18
137500 18
137550 18
137600 18
137650 18
137700 18
137750 18
137800 18
137850 18
137900 18
137950 18
138000 18
138050 18
138100 18
138150 18
138200 18
138250 18
138300 18
138350 19
138400 19
138450 19
138500 19
138550 19
138600 19
138650 19
138700 19
138750 19
138800 19
138850 19
138900 19
138950 19
139000 19
139050 19
139100 19
139150 19
139200 19
139250 19
139300 19
139350 19
139400 19
139450 20
139500 20
139550 20
139600 20
139650 20
