Curve CH4
139700 20
139750 20
139800 20
139850 20
139900 20
139950 20
140000 20
140050 20
140100 20
140150 20
140200 20
140250 20
140300 20
140350 20
140400 20
140450 20
140500 20
140550 20
140600 20
140650 20
140700 20
140750 20
140800 20
140850 20
140900 20
140950 20
141000 20
141050 20
141100 20
141150 20
141200 20
141250 20
141300 20
141350 20
141400 20
141450 20
141500 20
141550 20
141600 20
141650 20
141700 20
141750 20
141800 20
141850 20
141900 20
141950 20
142000 20
142050 20
142100 20
142150 20
142200 20
142250 20
142300 20
142350 20
142400 20
142450 20
142500 20
142550 20
142600 20
142650 20
142700 20
142750 20
142800 20
142850 20
142900 20
142950 20
143000 20
143050 20
143100 20
143150 20
143200 20
143250 20
143300 20
143350 20
143400 20
143450 20
143500 20
143550 20
143600 20
143650 20
143700 20
143750 20
143800 20
143850 20
143900 20
143950 20
144000 20
144050 20
144100 20
144150 20
144200 20
144250 20
144300 20
144350 20
144400 20
144450 20
144500 20
144550 20
144600 20
144650 20
144700 20
144750 20
144800 20
144850 20
144900 20
144950 20
145000 20
145050 20
145100 20
145150 20
145200 20
145250 20
145300 20
145350 20
145400 20
145450 20
145500 20
145550 20
145600 20
145650 20
145700 20
145750 20
145800 20
145850 20
145900 20
145950 20
146000 20
146050 20
146100 20
146150 20
146200 20
146250 20
146300 20
146350 20
146400 20
146450 20
146500 20
146550 20
146600 20
146650 20
146700 20
146750 20
146800 20
146850 20
146900 20
146950 20
147000 20
147050 20
147100 20
147150 20
147200 20
147250 20
147300 20
147350 20
147400 20
147450 20
147500 20
147550 20
147600 20
147650 20
147700 20
147750 20
147800 20
147850 20
147900 20
147950 20
148000 20
148050 20
148100 20
148150 20
148200 20
148250 20
148300 20
148350 20
148400 20
148450 20
148500 20
148550 20
148600 20
148650 20
148700 20
148750 20
148800 20
148850 20
148900 20
148950 20
149000 20
149050 20
149100 20
149150 20
149200 20
149250 20
149300 20
149350 20
149400 20
149450 20
149500 20
149550 20
149600 20
149650 20
149700 20
149750 20
149800 20
149850 20
149900 20
149950 20
150000 20
150050 20
150100 20
150150 20
150200 20
150250 20
150300 20
150350 20
150400 20
150450 20
150500 20
150550 20
150600 20
150650 20
150700 20
150750 20
150800 20
150850 20
150900 20
150950 20
151000 20
151050 20
151100 20
151150 20
151200 20
151250 20
151300 20
151350 20
151400 20
151450 20
151500 20
151550 20
151600 20
151650 20
151700 20
151750 20
151800 20
151850 20
151900 20
151950 20
152000 20
152050 20
152100 20
152150 20
152200 20
152250 20
152300 20
152350 20
152400 20
152450 20
152500 20
152550 20
152600 20
152650 20
152700 20
152750 20
152800 20
152850 20
152900 20
152950 20
153000 20
153050 20
153100 20
153150 20
153200 20
153250 20
153300 20
153350 20
153400 20
153450 20
153500 20
153550 20
153600 20
153650 20
153700 20
153750 20
153800 20
153850 20
153900 20
153950 20
154000 20
154050 20
154100 20
154150 20
154200 20
154250 20
154300 20
154350 20
154400 20
154450 20
154500 20
154550 20
154600 20
154650 20
154700 20
154750 20
154800 20
154850 20
154900 21
154950 21
155000 21
155050 21
155100 21
155150 21
155200 21
155250 21
155300 21
155350 21
155400 21
155450 21
155500 21
155550 21
155600 22
155650 21
155700 22
155750 22
155800 22
155850 22
155900 22
155950 22
156000 22
156050 22
156100 22
156150 22
156200 22
156250 22
156300 22
156350 22
156400 22
156450 22
156500 22
156550 22
156600 22
156650 22
156700 22
156750 22
156800 22
156850 22
156900 22
156950 22
157000 22
157050 22
157100 22
157150 22
157200 22
157250 22
157300 22
157350 22
157400 22
157450 22
157500 22
157550 22
157600 22
157650 22
157700 22
157750 22
157800 22
157850 22
157900 22
157950 22
158000 22
158050 22
158100 22
158150 22
158200 22
158250 21
158300 21
158350 22
158400 21
158450 21
158500 21
158550 21
158600 22
158650 22
158700 22
158750 22
158800 22
158850 22
158900 22
158950 22
159000 22
159050 22
159100 22
159150 22
159200 22
159250 22
159300 22
159350 22
159400 22
159450 22
159500 22
159550 22
159600 22
159650 22
159700 22
159750 22
159800 22
159850 22
159900 22
159950 22
160000 22
160050 22
160100 22
160150 22
160200 22
160250 22
160300 22
160350 22
160400 22
160450 22
160500 22
160550 22
160600 22
160650 22
160700 22
160750 22
160800 22
160850 22
160900 22
160950 22
161000 22
161050 22
161100 22
161150 22
161200 22
161250 22
161300 22
161350 22
161400 22
161450 22
161500 22
161550 22
161600 22
161650 22
161700 22
161750 22
161800 22
161850 22
161900 22
161950 22
162000 22
162050 22
162100 22
162150 22
162200 21
162250 21
162300 21
162350 21
162400 21
162450 21
162500 21
162550 21
162600 21
162650 21
162700 21
162750 21
162800 21
162850 21
162900 21
162950 21
163000 20
163050 20
163100 20
163150 20
163200 20
163250 20
163300 20
163350 20
163400 20
163450 20
163500 20
163550 20
163600 20
163650 20
163700 20
163750 20
163800 20
163850 20
163900 20
163950 20
164000 20
164050 20
164100 20
164150 20
164200 20
164250 20
164300 20
164350 20
164400 20
164450 20
164500 20
164550 20
164600 20
164650 20
164700 20
164750 20
164800 20
164850 20
164900 20
164950 20
165000 20
165050 20
165100 20
165150 20
165200 20
165250 20
165300 20
165350 20
165400 20
165450 20
165500 20
165550 20
165600 20
165650 20
165700 20
165750 20
165800 20
165850 20
165900 20
165950 20
166000 20
166050 20
166100 20
166150 20
166200 20
166250 20
166300 20
166350 20
166400 20
166450 20
166500 20
166550 20
166600 20
166650 20
166700 20
166750 20
166800 20
166850 20
166900 20
166950 20
167000 20
167050 20
167100 20
167150 20
167200 20
167250 20
167300 20
167350 20
167400 20
167450 20
167500 20
167550 19
167600 19
167650 19
167700 19
167750 19
167800 19
167850 19
167900 19
167950 19
168000 19
168050 19
168100 19
168150 19
168200 19
168250 19
168300 19
168350 19
168400 19
168450 19
168500 19
168550 19
168600 19
168650 19
168700 19
168750 19
168800 19
168850 20
168900 20
168950 20
169000 20
169050 20
169100 20
169150 20
169200 20
169250 20
169300 20
169350 20
169400 20
169450 20
169500 20
169550 20
169600 20
169650 20
169700 20
169750 20
169800 20
169850 20
169900 20
169950 20
170000 20
170050 20
170100 20
170150 20
170200 20
170250 20
170300 20
170350 21
170400 21
170450 21
170500 21
170550 21
170600 21
170650 21
170700 21
170750 21
170800 21
170850 21
170900 21
170950 21
171000 21
171050 21
171100 21
171150 21
171200 21
171250 21
171300 21
171350 21
171400 21
171450 21
171500 21
171550 21
171600 21
171650 21
171700 21
171750 21
171800 21
171850 21
171900 21
171950 21
172000 21
172050 21
172100 21
172150 21
172200 21
172250 21
172300 21
172350 21
172400 21
172450 21
172500 21
172550 21
172600 21
172650 21
172700 21
172750 21
172800 21
172850 21
172900 21
172950 21
173000 21
173050 21
173100 21
173150 21
173200 21
173250 21
173300 21
173350 21
173400 21
173450 21
173500 21
173550 21
173600 21
173650 21
173700 21
173750 21
173800 21
173850 21
173900 21
173950 21
174000 21
174050 21
174100 21
174150 21
174200 21
174250 21
174300 21
174350 21
174400 21
174450 21
174500 21
174550 21
174600 21
174650 21
174700 21
174750 21
174800 21
174850 21
174900 21
174950 21
175000 21
175050 21
175100 21
175150 21
175200 21
175250 21
175300 21
175350 21
175400 21
175450 21
175500 21
175550 21
175600 21
175650 21
175700 21
175750 21
175800 21
175850 21
175900 21
175950 21
176000 21
176050 21
176100 21
176150 21
176200 21
176250 21
176300 21
176350 21
176400 21
176450 21
176500 21
176550 21
176600 21
176650 21
176700 21
176750 21
176800 21
176850 21
176900 21
176950 21
177000 21
177050 21
177100 21
177150 21
177200 21
177250 21
177300 21
177350 21
177400 21
177450 21
177500 21
177550 21
177600 21
177650 21
177700 21
177750 21
177800 21
177850 21
177900 21
177950 21
178000 21
178050 21
178100 21
178150 21
178200 21
178250 21
178300 21
178350 21
178400 21
178450 21
178500 21
178550 21
178600 21
178650 21
178700 21
178750 21
178800 21
178850 21
178900 21
178950 21
179000 21
179050 21
179100 21
179150 21
179200 21
179250 21
179300 21
179350 21
179400 21
179450 21
179500 21
179550 21
179600 21
179650 21
179700 21
179750 21
179800 21
179850 21
179900 21
179950 21
180000 21
180050 21
180100 21
180150 21
180200 21
180250 21
180300 21
180350 21
180400 21
180450 21
180500 21
180550 21
180600 21
180650 21
180700 21
180750 21
180800 21
180850 21
180900 21
180950 21
181000 21
181050 21
181100 21
181150 21
181200 20
181250 20
181300 20
181350 20
181400 20
181450 20
181500 20
181550 20
181600 20
181650 20
181700 20
181750 20
181800 20
181850 20
181900 20
181950 20
182000 20
182050 20
182100 20
182150 20
182200 20
182250 20
182300 20
182350 20
182400 20
182450 20
182500 20
182550 20
182600 20
182650 20
182700 20
182750 20
182800 20
182850 20
182900 20
182950 20
183000 20
183050 20
183100 20
183150 20
183200 20
183250 20
183300 20
183350 20
183400 20
183450 20
183500 20
183550 21
183600 21
183650 21
183700 21
183750 21
183800 21
183850 21
183900 21
183950 21
184000 21
184050 21
184100 21
184150 21
184200 21
184250 21
184300 21
184350 21
184400 21
184450 21
184500 21
184550 21
184600 21
184650 21
184700 21
184750 21
184800 21
184850 21
184900 21
184950 20
185000 20
185050 21
185100 21
185150 21
185200 21
185250 21
185300 21
185350 21
185400 21
185450 21
185500 21
185550 21
185600 21
185650 21
185700 21
185750 21
185800 21
185850 21
185900 21
185950 21
186000 21
186050 21
186100 21
186150 21
186200 21
186250 21
186300 21
186350 21
186400 21
186450 21
186500 21
186550 21
186600 21
186650 21
186700 21
186750 21
186800 21
186850 21
186900 21
186950 21
187000 21
187050 21
187100 21
187150 21
187200 21
187250 21
187300 21
187350 21
187400 21
187450 21
187500 21
187550 21
187600 21
187650 21
187700 21
187750 21
187800 21
187850 21
187900 21
187950 21
188000 21
188050 21
188100 21
188150 21
188200 21
188250 21
188300 21
188350 21
188400 21
188450 21
188500 21
188550 21
188600 21
188650 21
188700 21
188750 21
188800 21
188850 21
188900 21
188950 21
189000 21
189050 21
189100 21
189150 21
189200 21
189250 21
189300 21
189350 21
189400 21
189450 21
189500 21
189550 21
189600 21
189650 21
189700 21
189750 21
189800 21
189850 21
189900 21
189950 21
190000 21
190050 21
190100 21
190150 21
190200 21
190250 21
190300 21
190350 21
190400 21
190450 21
190500 21
190550 21
190600 21
190650 21
190700 21
190750 21
190800 21
190850 21
190900 21
190950 21
191000 21
191050 21
191100 21
191150 21
191200 21
191250 21
191300 21
191350 21
191400 21
191450 21
191500 21
191550 21
191600 21
191650 21
191700 20
191750 20
191800 20
191850 20
191900 20
191950 20
192000 20
192050 20
192100 20
192150 20
192200 20
192250 20
192300 20
192350 20
192400 20
192450 20
192500 20
192550 20
192600 20
192650 20
192700 20
192750 20
192800 20
192850 20
192900 20
192950 20
193000 20
193050 20
193100 20
193150 20
193200 20
193250 20
193300 20
193350 20
193400 20
193450 20
193500 20
193550 20
193600 20
193650 20
193700 20
193750 20
193800 20
193850 20
193900 20
193950 20
194000 20
194050 20
194100 20
194150 20
194200 20
194250 20
194300 20
194350 20
194400 19
194450 19
194500 19
194550 19
194600 19
194650 19
194700 18
194750 19
194800 19
194850 19
194900 19
194950 19
195000 19
195050 19
195100 19
195150 19
195200 19
195250 19
195300 19
195350 19
195400 19
195450 19
195500 19
195550 19
195600 19
195650 19
195700 19
195750 19
195800 19
195850 19
195900 19
195950 19
196000 19
196050 19
196100 19
196150 19
196200 19
196250 19
196300 19
196350 19
196400 19
196450 19
196500 19
196550 19
196600 19
196650 19
196700 19
196750 19
196800 19
196850 19
196900 19
196950 19
197000 19
197050 19
197100 19
197150 19
197200 19
197250 19
197300 19
197350 19
197400 19
197450 19
197500 19
197550 19
197600 19
197650 19
197700 19
197750 19
197800 19
197850 19
197900 19
197950 19
198000 19
198050 19
198100 19
198150 19
198200 19
198250 19
198300 19
198350 19
198400 19
198450 19
198500 19
198550 19
198600 20
198650 19
198700 19
198750 19
198800 20
198850 19
198900 20
198950 20
199000 21
199050 20
199100 20
199150 20
199200 20
199250 20
199300 20
199350 20
199400 20
199450 20
199500 20
199550 20
199600 20
199650 20
199700 20
199750 20
199800 20
199850 20
199900 20
199950 20
200000 20
200050 20
200100 20
200150 20
200200 20
200250 20
200300 20
200350 20
200400 20
200450 20
200500 20
200550 20
200600 20
200650 20
200700 20
200750 20
200800 20
200850 20
200900 20
200950 20
201000 20
201050 20
201100 20
201150 20
201200 20
201250 20
201300 20
201350 20
201400 20
201450 20
201500 20
201550 20
201600 20
201650 20
201700 20
201750 20
201800 20
201850 20
201900 20
201950 20
202000 20
202050 20
202100 20
202150 20
202200 21
202250 21
202300 21
202350 21
202400 21
202450 21
202500 21
202550 21
202600 21
202650 21
202700 21
202750 21
202800 21
202850 21
202900 21
202950 21
203000 21
203050 21
203100 21
203150 21
203200 21
203250 21
203300 21
203350 21
203400 21
203450 21
203500 21
203550 21
203600 21
203650 21
203700 21
203750 21
203800 21
203850 21
203900 21
203950 21
204000 21
204050 21
204100 21
204150 21
204200 21
204250 21
204300 21
204350 21
204400 21
204450 21
204500 21
204550 21
204600 21
204650 21
204700 21
204750 21
204800 21
204850 21
204900 21
204950 21
205000 21
205050 21
205100 21
205150 21
205200 21
205250 21
205300 21
205350 21
205400 21
205450 21
205500 21
205550 19
205600 21
205650 21
205700 21
205750 21
205800 21
205850 21
205900 21
205950 21
206000 21
206050 21
206100 21
206150 21
206200 21
206250 21
206300 21
206350 21
206400 21
206450 21
206500 20
206550 21
206600 21
206650 21
206700 21
206750 21
206800 21
206850 21
206900 21
206950 21
207000 21
207050 21
207100 21
207150 21
207200 21
207250 21
207300 21
207350 21
207400 21
207450 21
207500 21
207550 21
207600 21
207650 21
207700 21
207750 21
207800 21
207850 21
207900 21
207950 21
208000 21
208050 21
208100 21
208150 21
208200 21
208250 21
208300 21
208350 21
208400 21
208450 21
208500 21
208550 21
208600 21
208650 21
208700 21
208750 21
208800 21
208850 21
208900 21
208950 21
209000 21
209050 21
209100 21
209150 21
209200 21
209250 21
209300 21
209350 21
209400 21
209450 21
209500 21
209550 21
209600 21
209650 20
209700 21
209750 21
209800 21
209850 21
209900 21
209950 21
210000 21
210050 21
210100 21
210150 21
210200 21
210250 21
210300 21
210350 21
210400 21
210450 21
210500 21
210550 21
210600 21
210650 21
210700 21
210750 21
210800 21
210850 21
210900 21
210950 21
211000 21
211050 21
211100 21
211150 21
211200 21
211250 21
211300 21
211350 21
211400 21
211450 21
211500 21
211550 21
211600 21
211650 21
211700 21
211750 21
211800 21
211850 21
211900 21
211950 21
212000 21
212050 21
212100 21
212150 21
212200 21
212250 21
212300 21
212350 21
212400 21
212450 21
212500 21
212550 21
212600 21
212650 21
212700 21
212750 21
212800 21
212850 21
212900 21
212950 21
213000 21
213050 21
213100 21
213150 21
213200 21
213250 21
213300 21
213350 21
213400 21
213450 21
213500 21
213550 21
213600 21
213650 21
213700 21
213750 21
213800 21
213850 21
213900 21
213950 21
214000 21
214050 21
214100 21
214150 21
214200 21
214250 21
214300 21
214350 21
214400 21
214450 21
214500 21
214550 21
214600 21
214650 21
214700 21
214750 21
214800 21
214850 21
214900 21
214950 21
215000 21
215050 21
215100 21
215150 21
215200 21
215250 21
215300 21
215350 21
215400 21
215450 21
215500 21
215550 21
215600 21
215650 21
215700 21
215750 21
215800 21
215850 21
215900 21
215950 21
216000 21
216050 21
216100 21
216150 21
216200 21
216250 21
216300 21
216350 21
216400 21
216450 21
216500 21
216550 21
216600 21
216650 21
216700 21
216750 21
216800 21
216850 21
216900 21
216950 21
217000 21
217050 21
217100 21
217150 21
217200 21
217250 21
217300 21
217350 21
217400 21
217450 21
217500 21
217550 21
217600 21
217650 21
217700 21
217750 21
217800 21
217850 21
217900 21
217950 21
218000 21
218050 21
218100 21
218150 21
218200 21
218250 21
218300 21
218350 21
218400 21
218450 21
218500 21
218550 21
218600 21
218650 21
218700 21
218750 21
218800 21
218850 21
218900 21
218950 21
219000 21
219050 21
219100 21
219150 21
219200 21
219250 21
219300 21
219350 21
219400 21
219450 21
219500 21
219550 21
219600 21
219650 21
219700 21
219750 21
219800 21
219850 21
219900 21
219950 21
220000 21
220050 21
220100 21
220150 21
220200 21
220250 21
220300 21
220350 21
220400 21
220450 21
220500 21
220550 21
220600 21
220650 21
220700 21
220750 21
220800 21
220850 21
220900 21
220950 21
221000 21
221050 21
221100 21
221150 21
221200 21
221250 21
221300 21
221350 21
221400 21
221450 21
221500 21
221550 21
221600 21
221650 21
221700 21
221750 21
221800 21
221850 21
221900 21
221950 21
222000 21
222050 21
222100 21
222150 21
222200 21
222250 21
222300 21
222350 21
222400 21
222450 21
222500 21
222550 21
222600 21
222650 21
222700 21
222750 21
222800 21
222850 21
222900 21
222950 21
223000 21
223050 21
223100 21
223150 21
223200 21
223250 21
223300 21
223350 21
223400 21
223450 21
223500 21
223550 21
223600 21
223650 21
223700 21
223750 21
223800 21
223850 21
223900 21
223950 21
224000 21
224050 21
224100 21
224150 21
224200 21
224250 21
224300 21
224350 21
224400 21
224450 21
224500 21
224550 21
224600 21
224650 21
224700 21
224750 21
224800 21
224850 21
224900 21
224950 21
225000 21
225050 21
225100 21
225150 21
225200 21
225250 21
225300 21
225350 21
225400 21
225450 21
225500 21
225550 21
225600 21
225650 21
225700 21
225750 21
225800 21
225850 21
225900 21
225950 21
226000 21
226050 21
226100 21
226150 21
226200 21
226250 21
226300 21
226350 21
226400 21
226450 21
226500 21
226550 21
226600 21
226650 21
226700 21
226750 21
226800 21
226850 21
226900 21
226950 21
227000 21
227050 21
227100 21
227150 21
227200 21
227250 21
227300 21
227350 21
227400 21
227450 21
227500 21
227550 21
227600 21
227650 21
227700 21
227750 21
227800 21
227850 21
227900 21
227950 21
228000 21
228050 21
228100 21
228150 21
228200 21
228250 21
228300 21
228350 21
228400 21
228450 21
228500 21
228550 21
228600 21
228650 21
228700 21
228750 21
228800 21
228850 21
228900 21
228950 21
229000 21
229050 21
229100 21
229150 21
229200 21
229250 21
229300 21
229350 21
229400 21
229450 21
229500 21
229550 21
229600 21
229650 21
229700 21
229750 21
229800 21
229850 21
229900 21
229950 21
230000 21
230050 21
230100 21
230150 21
230200 21
230250 21
230300 21
230350 21
230400 21
230450 21
230500 21
230550 21
230600 21
230650 21
230700 21
230750 21
230800 21
230850 21
230900 21
230950 21
231000 21
231050 21
231100 21
231150 21
231200 21
231250 21
231300 21
231350 21
231400 21
231450 21
231500 21
231550 21
231600 21
231650 21
231700 21
231750 21
231800 21
231850 21
231900 21
231950 21
232000 21
232050 21
232100 21
232150 21
232200 21
232250 21
232300 21
232350 21
232400 21
232450 21
232500 21
232550 21
232600 21
232650 21
232700 21
232750 21
232800 21
232850 21
232900 21
232950 21
233000 21
233050 21
233100 21
233150 21
233200 20
233250 20
233300 20
233350 20
233400 20
233450 20
233500 20
233550 20
233600 20
233650 20
233700 20
233750 20
233800 20
233850 20
233900 20
233950 20
234000 20
234050 20
234100 20
234150 20
234200 20
234250 20
234300 20
234350 20
234400 20
234450 20
234500 20
234550 20
234600 20
234650 20
234700 20
234750 20
234800 20
234850 20
234900 20
234950 20
235000 20
235050 20
235100 20
235150 20
235200 20
235250 20
235300 20
235350 20
235400 20
235450 20
235500 20
235550 20
235600 20
235650 20
235700 20
235750 20
235800 20
235850 20
235900 20
235950 20
236000 20
236050 20
236100 20
236150 20
236200 20
236250 20
236300 20
236350 20
236400 20
236450 20
236500 20
236550 20
236600 20
236650 20
236700 20
236750 20
236800 20
236850 20
236900 20
236950 20
237000 20
237050 20
237100 20
237150 20
237200 20
237250 20
237300 20
237350 20
237400 20
237450 20
237500 20
237550 20
237600 20
237650 20
237700 20
237750 19
237800 20
237850 20
237900 20
237950 20
238000 20
238050 20
238100 20
238150 20
238200 20
238250 20
238300 20
238350 20
238400 20
238450 20
238500 20
238550 20
238600 20
238650 20
238700 20
238750 20
238800 20
238850 20
238900 20
238950 20
239000 20
239050 20
239100 20
239150 20
239200 20
239250 20
239300 20
239350 20
239400 20
239450 20
239500 20
239550 20
239600 20
239650 20
239700 20
239750 20
239800 20
239850 20
239900 20
239950 20
240000 20
240050 20
240100 20
240150 20
240200 20
240250 20
240300 20
240350 20
240400 20
240450 20
240500 20
240550 20
240600 20
240650 20
240700 20
240750 20
240800 20
240850 20
240900 20
240950 20
241000 20
241050 20
241100 20
241150 20
241200 20
241250 20
241300 20
241350 20
241400 20
241450 20
241500 20
241550 20
241600 20
241650 20
241700 20
241750 20
241800 20
241850 20
241900 20
241950 20
242000 20
242050 20
242100 20
242150 20
242200 20
242250 20
242300 20
242350 20
242400 20
242450 20
242500 20
242550 20
242600 20
242650 20
242700 20
242750 20
242800 20
242850 20
242900 20
242950 20
243000 20
243050 20
243100 20
243150 20
243200 20
243250 20
243300 20
243350 20
243400 20
243450 20
243500 20
243550 20
243600 20
243650 20
243700 20
243750 20
243800 20
243850 20
243900 20
243950 20
244000 20
244050 20
244100 20
244150 20
244200 20
244250 20
244300 19
244350 19
244400 20
244450 20
244500 20
244550 20
244600 20
244650 20
244700 20
244750 20
244800 20
244850 20
244900 20
244950 20
245000 20
245050 20
245100 20
245150 20
245200 20
245250 20
245300 20
245350 20
245400 20
245450 20
245500 20
245550 20
245600 20
245650 20
245700 20
245750 20
245800 20
245850 20
245900 20
245950 20
246000 20
246050 20
246100 20
246150 19
246200 20
246250 20
246300 20
246350 20
246400 20
246450 20
246500 20
246550 20
246600 20
246650 20
246700 20
246750 20
246800 20
246850 20
246900 20
246950 20
247000 20
247050 20
247100 20
247150 20
247200 20
247250 20
247300 20
247350 20
247400 20
247450 20
247500 20
247550 20
247600 20
247650 20
247700 20
247750 20
247800 20
247850 20
247900 20
247950 20
248000 20
248050 20
248100 20
248150 20
248200 20
248250 20
248300 20
248350 20
248400 20
248450 20
248500 20
248550 20
248600 20
248650 20
248700 20
248750 20
248800 20
248850 20
248900 20
248950 20
249000 20
249050 20
249100 20
249150 20
249200 20
249250 20
249300 20
249350 20
249400 20
249450 20
249500 20
249550 20
249600 20
249650 20
249700 20
249750 20
249800 20
249850 20
249900 20
249950 20
250000 20
250050 20
250100 20
250150 20
250200 20
250250 20
250300 20
250350 20
250400 20
250450 20
250500 20
250550 20
250600 20
250650 20
250700 20
250750 20
250800 20
250850 20
250900 20
250950 20
251000 20
251050 20
251100 20
251150 20
251200 20
251250 20
251300 20
251350 20
251400 20
251450 20
251500 20
251550 20
251600 20
251650 20
251700 20
251750 20
251800 20
251850 20
251900 20
251950 20
252000 20
252050 20
252100 20
252150 20
252200 20
252250 20
252300 20
252350 20
252400 20
252450 20
252500 20
252550 20
252600 20
252650 20
252700 20
252750 20
252800 20
252850 20
252900 20
252950 20
253000 20
253050 20
253100 20
253150 20
253200 20
253250 20
253300 20
253350 20
253400 20
253450 20
253500 20
253550 20
253600 20
253650 20
253700 20
253750 20
253800 20
253850 20
253900 20
253950 20
254000 20
254050 20
254100 20
254150 20
254200 20
254250 20
254300 20
254350 20
254400 20
254450 20
254500 20
254550 20
254600 20
254650 20
254700 20
254750 20
254800 20
254850 20
254900 20
254950 20
255000 20
255050 20
255100 20
255150 20
255200 20
255250 20
255300 20
255350 20
255400 20
255450 20
255500 20
255550 20
255600 20
255650 20
255700 20
255750 20
255800 20
255850 20
255900 20
255950 20
256000 20
256050 20
256100 20
256150 20
256200 20
256250 20
256300 20
256350 20
256400 20
256450 20
256500 20
256550 20
256600 20
256650 20
256700 20
256750 19
256800 20
256850 20
256900 20
256950 19
257000 20
257050 20
257100 20
257150 20
257200 20
257250 20
257300 20
257350 20
257400 20
257450 20
257500 20
257550 20
257600 20
257650 20
257700 21
257750 21
257800 21
257850 21
257900 21
257950 21
258000 21
258050 21
258100 21
258150 21
258200 21
258250 21
258300 21
258350 21
258400 21
258450 21
258500 21
258550 21
258600 21
258650 21
258700 21
258750 21
258800 21
258850 21
258900 21
258950 21
259000 21
259050 21
259100 21
259150 21
259200 21
259250 21
259300 21
259350 21
259400 21
259450 21
259500 21
259550 21
259600 21
259650 21
259700 21
259750 21
259800 21
259850 21
259900 21
259950 21
260000 21
260050 21
260100 21
260150 21
260200 21
260250 21
260300 21
260350 21
260400 21
260450 21
260500 21
260550 21
260600 21
260650 21
260700 21
260750 21
260800 21
260850 22
260900 22
260950 22
261000 22
261050 22
261100 22
261150 22
261200 22
261250 22
261300 22
261350 22
261400 22
261450 22
261500 22
261550 22
261600 22
261650 22
261700 22
261750 22
261800 22
261850 22
261900 22
261950 22
262000 22
262050 22
262100 22
262150 22
262200 22
262250 22
262300 22
262350 22
262400 22
262450 22
262500 22
262550 22
262600 22
262650 22
262700 22
262750 22
262800 22
262850 22
262900 22
262950 22
263000 22
263050 22
263100 22
263150 22
263200 22
263250 22
263300 22
263350 22
263400 22
263450 22
263500 22
263550 22
263600 22
263650 22
263700 22
263750 22
263800 22
263850 22
263900 22
263950 22
264000 22
264050 22
264100 22
264150 22
264200 22
264250 22
264300 22
264350 22
264400 22
264450 22
264500 22
264550 22
264600 22
264650 22
264700 22
264750 22
264800 22
264850 22
264900 22
264950 22
265000 22
265050 22
265100 22
265150 21
265200 22
265250 22
265300 22
265350 22
265400 22
265450 22
265500 22
265550 22
265600 22
265650 22
265700 22
265750 22
265800 22
265850 22
265900 22
265950 22
266000 22
266050 22
266100 22
266150 22
266200 22
266250 22
266300 22
266350 22
266400 22
266450 22
266500 22
266550 22
266600 22
266650 22
266700 22
266750 22
266800 22
266850 22
266900 22
266950 22
267000 22
267050 22
267100 22
267150 22
267200 22
267250 22
267300 22
267350 22
267400 22
267450 22
267500 22
267550 22
267600 22
267650 22
267700 22
267750 22
267800 22
267850 22
267900 22
267950 22
268000 22
268050 22
268100 22
268150 22
268200 22
268250 22
268300 22
268350 21
268400 22
268450 22
268500 22
268550 22
268600 22
268650 22
268700 22
268750 22
268800 22
268850 22
268900 22
268950 22
269000 22
269050 22
269100 22
269150 22
269200 22
269250 22
269300 22
269350 22
269400 22
269450 22
269500 22
269550 22
269600 22
269650 22
269700 22
269750 22
269800 22
269850 21
269900 22
269950 22
270000 22
270050 22
270100 22
270150 22
270200 22
270250 22
270300 22
270350 22
270400 22
270450 22
270500 22
270550 22
270600 22
270650 22
270700 22
270750 22
270800 22
270850 22
270900 22
270950 22
271000 22
271050 22
271100 22
271150 22
271200 22
271250 22
271300 22
271350 22
271400 22
271450 22
271500 22
271550 22
271600 22
271650 22
271700 22
271750 21
271800 22
271850 22
271900 22
271950 22
272000 22
272050 22
272100 22
272150 22
272200 22
272250 22
272300 22
272350 22
272400 22
272450 22
272500 22
272550 22
272600 22
272650 22
272700 22
272750 22
272800 22
272850 22
272900 22
272950 22
273000 22
273050 22
273100 22
273150 22
273200 22
273250 22
273300 22
273350 22
273400 22
273450 22
273500 22
273550 22
273600 22
273650 22
273700 22
273750 22
273800 22
273850 22
273900 22
273950 22
274000 22
274050 22
274100 22
274150 22
274200 22
274250 22
274300 22
274350 22
274400 22
274450 22
274500 22
274550 22
274600 22
274650 22
274700 22
274750 22
274800 22
274850 22
274900 22
274950 22
275000 22
275050 22
275100 22
275150 22
275200 22
275250 22
275300 22
275350 22
275400 22
275450 22
275500 22
275550 22
275600 22
275650 22
275700 22
275750 22
275800 22
275850 22
275900 22
275950 22
276000 22
276050 22
276100 22
276150 22
276200 22
276250 22
276300 22
276350 22
276400 22
276450 22
276500 22
276550 22
276600 22
276650 22
276700 22
276750 22
276800 22
276850 22
276900 22
276950 22
277000 22
277050 22
277100 22
277150 22
277200 22
277250 22
277300 22
277350 22
277400 22
277450 22
277500 22
277550 22
277600 22
277650 22
277700 22
277750 22
277800 22
277850 22
277900 22
277950 22
278000 22
278050 22
278100 22
278150 22
278200 22
278250 22
278300 22
278350 22
278400 22
278450 22
278500 22
278550 22
278600 22
278650 22
278700 22
278750 22
278800 21
278850 21
278900 22
278950 22
279000 22
279050 22
279100 22
279150 22
279200 22
279250 22
279300 22
279350 22
279400 22
279450 22
279500 22
279550 22
