#EXPORTTYPE:DATA SINGLE
#FILE:TL2V(20K)Ar.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:005
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:TG
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:调试
#DATE/TIME:14.09.2018 12:19
#CORR. FILE:Baseline-1200Ar.ngb-bs3
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:---
#LABORATORY:煤及煤系气重点实验室
#OPERATOR:wangchg
#REMARK:
#SAMPLE:TL2V(20K)Ar
#SAMPLE MASS /mg:132.5973
#MATERIAL:煤样
#REFERENCE:
#REFERENCE MASS /mg:
#TYPE OF CRUCIBLE:Plate
#SAMPLE CRUCIBLE MASS /mg:0.0
#REFERENCE CRUCIBLE MASS /mg:
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:45°C/20.0(K/min)/1200°C
#SEGMENT:S1/1
#SEG. 1:45°C/20.0(K/min)/1200°C

##Temp./°C;Time/min;Mass/%
1114.00585;55.53999; 77.01612
1114.56455;55.56881; 77.01240
1115.12325;55.59770; 77.00917
1115.68195;55.62660; 77.00611
1116.24065;55.65545; 77.00210
1116.79935;55.68433; 76.99866
1117.35805;55.71314; 76.99567
1117.91675;55.74206; 76.99276
1118.47545;55.77096; 76.98965
1119.03415;55.79987; 76.98650
1119.59285;55.82885; 76.98298
1120.15155;55.85768; 76.98050
1120.71025;55.88662; 76.97781
1121.26895;55.91555; 76.97542
1121.82765;55.94447; 76.97266
1122.38635;55.97342; 76.96896
1122.94505;56.00236; 76.96615
1123.50375;56.03133; 76.96350
1124.06245;56.06032; 76.96058
1124.62115;56.08926; 76.95749
1125.17985;56.11822; 76.95522
1125.73855;56.14712; 76.95212
1126.29725;56.17604; 76.94913
1126.85595;56.20496; 76.94644
1127.41465;56.23396; 76.94379
1127.97335;56.26296; 76.94154
1128.53205;56.29196; 76.93845
1129.09075;56.32093; 76.93593
1129.64945;56.34986; 76.93303
1130.20815;56.37887; 76.92972
1130.76685;56.40786; 76.92687
1131.32555;56.43686; 76.92342
1131.88425;56.46585; 76.92046
1132.44295;56.49487; 76.91779
1133.00165;56.52397; 76.91473
1133.56035;56.55301; 76.91153
1134.11905;56.58202; 76.90789
1134.67775;56.61096; 76.90419
1135.23645;56.63994; 76.90082
1135.79515;56.66892; 76.89834
1136.35385;56.69795; 76.89514
1136.91255;56.72699; 76.89201
1137.47125;56.75601; 76.88917
1138.02995;56.78501; 76.88633
1138.58865;56.81401; 76.88351
1139.14735;56.84299; 76.88030
1139.70604;56.87198; 76.87788
1140.26474;56.90097; 76.87443
1140.82344;56.92994; 76.87194
1141.38214;56.95894; 76.86868
1141.94084;56.98793; 76.86594
1142.49954;57.01688; 76.86313
1143.05824;57.04582; 76.86081
1143.61694;57.07481; 76.85784
1144.17564;57.10370; 76.85516
1144.73434;57.13272; 76.85163
1145.29304;57.16169; 76.84867
1145.85174;57.19061; 76.84569
1146.41044;57.21963; 76.84261
1146.96914;57.24859; 76.83973
1147.52784;57.27756; 76.83693
1148.08654;57.30649; 76.83364
1148.64524;57.33539; 76.83042
1149.20394;57.36432; 76.82740
1149.76264;57.39331; 76.82469
1150.32134;57.42224; 76.82182
1150.88004;57.45117; 76.81870
1151.43874;57.48002; 76.81566
1151.99744;57.50885; 76.81302
1152.55614;57.53767; 76.80967
1153.11484;57.56652; 76.80682
1153.67354;57.59536; 76.80389
1154.23224;57.62426; 76.80111
1154.79094;57.65310; 76.79780
1155.34964;57.68207; 76.79517
1155.90834;57.71088; 76.79220

