#EXPORTTYPE:DATA SINGLE
#FILE:TL2V(20K)Ar.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:005
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:TG
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:调试
#DATE/TIME:14.09.2018 12:19
#CORR. FILE:Baseline-1200Ar.ngb-bs3
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:---
#LABORATORY:煤及煤系气重点实验室
#OPERATOR:wangchg
#REMARK:
#SAMPLE:TL2V(20K)Ar
#SAMPLE MASS /mg:132.5973
#MATERIAL:煤样
#REFERENCE:
#REFERENCE MASS /mg:
#TYPE OF CRUCIBLE:Plate
#SAMPLE CRUCIBLE MASS /mg:0.0
#REFERENCE CRUCIBLE MASS /mg:
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:45°C/20.0(K/min)/1200°C
#SEGMENT:S1/1
#SEG. 1:45°C/20.0(K/min)/1200°C

##Temp./°C;Time/min;Mass/%
 672.07425;33.61017; 81.19057
 672.63295;33.63736; 81.17878
 673.19165;33.66455; 81.16698
 673.75035;33.69174; 81.15553
 674.30905;33.71885; 81.14398
 674.86775;33.74600; 81.13264
 675.42645;33.77315; 81.12139
 675.98515;33.80030; 81.10991
 676.54385;33.82750; 81.09746
 677.10255;33.85473; 81.08601
 677.66125;33.88195; 81.07397
 678.21995;33.90914; 81.06310
 678.77865;33.93632; 81.05254
 679.33735;33.96347; 81.04136
 679.89605;33.99056; 81.03081
 680.45475;34.01774; 81.01939
 681.01345;34.04488; 81.00863
 681.57215;34.07204; 80.99760
 682.13085;34.09914; 80.98597
 682.68955;34.12627; 80.97491
 683.24825;34.15345; 80.96312
 683.80695;34.18057; 80.95193
 684.36565;34.20773; 80.94060
 684.92435;34.23489; 80.92883
 685.48305;34.26200; 80.91915
 686.04175;34.28916; 80.90821
 686.60045;34.31628; 80.89694
 687.15915;34.34341; 80.88617
 687.71785;34.37057; 80.87482
 688.27655;34.39770; 80.86368
 688.83525;34.42487; 80.85275
 689.39395;34.45205; 80.84092
 689.95265;34.47916; 80.83026
 690.51135;34.50626; 80.81845
 691.07005;34.53339; 80.80732
 691.62875;34.56055; 80.79685
 692.18745;34.58774; 80.78495
 692.74615;34.61489; 80.77424
 693.30485;34.64205; 80.76330
 693.86355;34.66917; 80.75165
 694.42225;34.69629; 80.74103
 694.98095;34.72341; 80.72905
 695.53965;34.75046; 80.71833
 696.09835;34.77753; 80.70698
 696.65705;34.80461; 80.69563
 697.21575;34.83167; 80.68499
 697.77445;34.85879; 80.67380
 698.33315;34.88595; 80.66330
 698.89185;34.91307; 80.65265
 699.45055;34.94022; 80.64145
 700.00925;34.96734; 80.63033
 700.56795;34.99447; 80.61911
 701.12665;35.02168; 80.60804
 701.68535;35.04886; 80.59718
 702.24405;35.07597; 80.58597
 702.80275;35.10309; 80.57499
 703.36145;35.13020; 80.56462
 703.92015;35.15736; 80.55389
 704.47885;35.18454; 80.54369
 705.03755;35.21174; 80.53306
 705.59625;35.23892; 80.52235
 706.15495;35.26611; 80.51081
 706.71365;35.29339; 80.49893
 707.27234;35.32058; 80.48790
 707.83104;35.34772; 80.47653
 708.38974;35.37480; 80.46614
 708.94844;35.40185; 80.45565
 709.50714;35.42894; 80.44429
 710.06584;35.45607; 80.43370
 710.62454;35.48326; 80.42243
 711.18324;35.51043; 80.41143
 711.74194;35.53756; 80.40066
 712.30064;35.56471; 80.38990
 712.85934;35.59182; 80.37938
 713.41804;35.61907; 80.36858
 713.97674;35.64634; 80.35802
 714.53544;35.67355; 80.34747
 715.09414;35.70081; 80.33558
 715.65284;35.72797; 80.32433
 716.21154;35.75516; 80.31318
 716.77024;35.78233; 80.30245
 717.32894;35.80954; 80.29210
 717.88764;35.83674; 80.28108
 718.44634;35.86386; 80.27040
 719.00504;35.89103; 80.25940
 719.56374;35.91818; 80.24836
 720.12244;35.94536; 80.23773
 720.68114;35.97260; 80.22632
 721.23984;35.99971; 80.21505
 721.79854;36.02687; 80.20363
 722.35724;36.05400; 80.19285
 722.91594;36.08115; 80.18237
 723.47464;36.10835; 80.17104
 724.03334;36.13552; 80.16002
 724.59204;36.16269; 80.14952
 725.15074;36.18984; 80.13849
 725.70944;36.21702; 80.12814
 726.26814;36.24425; 80.11764
 726.82684;36.27146; 80.10620
 727.38554;36.29863; 80.09524
 727.94424;36.32585; 80.08419
 728.50294;36.35304; 80.07343
 729.06164;36.38021; 80.06196
 729.62034;36.40741; 80.05107
 730.17904;36.43448; 80.04103
 730.73774;36.46158; 80.02994
 731.29644;36.48875; 80.02006
 731.85514;36.51592; 80.00943
 732.41384;36.54315; 79.99817
 732.97254;36.57039; 79.98743
 733.53124;36.59764; 79.97694
 734.08994;36.62484; 79.96609
 734.64864;36.65202; 79.95580
 735.20734;36.67916; 79.94493
 735.76604;36.70636; 79.93489
 736.32474;36.73364; 79.92429
 736.88344;36.76090; 79.91334
 737.44214;36.78824; 79.90273
 738.00084;36.81544; 79.89121
 738.55954;36.84268; 79.88066
 739.11824;36.86991; 79.87006
 739.67694;36.89718; 79.85971
 740.23564;36.92453; 79.84877
 740.79434;36.95184; 79.83757
 741.35304;36.97905; 79.82730
 741.91174;37.00626; 79.81654
 742.47044;37.03350; 79.80604
 743.02914;37.06075; 79.79615
 743.58784;37.08800; 79.78547
 744.14654;37.11526; 79.77489
 744.70524;37.14247; 79.76452
 745.26394;37.16973; 79.75354
 745.82264;37.19702; 79.74297
 746.38134;37.22434; 79.73198
 746.94004;37.25165; 79.72178
 747.49874;37.27887; 79.71150
 748.05744;37.30610; 79.70090
 748.61614;37.33333; 79.69054
 749.17484;37.36059; 79.68016
 749.73354;37.38785; 79.67027
 750.29224;37.41517; 79.66016
 750.85093;37.44240; 79.64889
 751.40963;37.46972; 79.63885
 751.96833;37.49701; 79.62891
 752.52703;37.52428; 79.61885
 753.08573;37.55158; 79.60913
 753.64443;37.57889; 79.59917
 754.20313;37.60624; 79.58929
 754.76183;37.63352; 79.57946
 755.32053;37.66082; 79.56852
 755.87923;37.68814; 79.55825
 756.43793;37.71545; 79.54807
 756.99663;37.74271; 79.53864
 757.55533;37.77006; 79.52852
 758.11403;37.79738; 79.51848
 758.67273;37.82475; 79.50970
 759.23143;37.85210; 79.50021
 759.79013;37.87941; 79.49036
 760.34883;37.90671; 79.48092
 760.90753;37.93402; 79.47121
 761.46623;37.96136; 79.46185
 762.02493;37.98877; 79.45216
 762.58363;38.01612; 79.44212
 763.14233;38.04345; 79.43211
 763.70103;38.07084; 79.42168
 764.25973;38.09817; 79.41161
 764.81843;38.12547; 79.40236
 765.37713;38.15276; 79.39250
 765.93583;38.18006; 79.38320
 766.49453;38.20734; 79.37387
 767.05323;38.23472; 79.36437
 767.61193;38.26211; 79.35506
 768.17063;38.28949; 79.34559
 768.72933;38.31678; 79.33759
 769.28803;38.34409; 79.32880
 769.84673;38.37141; 79.31996
 770.40543;38.39873; 79.31196
 770.96413;38.42607; 79.30225
 771.52283;38.45343; 79.29344
 772.08153;38.48079; 79.28329
 772.64023;38.50821; 79.27394
 773.19893;38.53560; 79.26537
 773.75763;38.56300; 79.25571
 774.31633;38.59037; 79.24657
 774.87503;38.61773; 79.23857
 775.43373;38.64514; 79.22954
 775.99243;38.67254; 79.22084
 776.55113;38.69999; 79.21202
 777.10983;38.72743; 79.20262
 777.66853;38.75484; 79.19419
 778.22723;38.78227; 79.18491
 778.78593;38.80972; 79.17644
 779.34463;38.83718; 79.16811
 779.90333;38.86466; 79.15880
 780.46203;38.89210; 79.15019
 781.02073;38.91949; 79.14105
 781.57943;38.94685; 79.13237
 782.13813;38.97425; 79.12532
 782.69683;39.00171; 79.11729
 783.25553;39.02917; 79.11036
 783.81423;39.05662; 79.10346
 784.37293;39.08405; 79.09569
 784.93163;39.11143; 79.08805
 785.49033;39.13880; 79.07979
 786.04903;39.16625; 79.07192
 786.60773;39.19368; 79.06477
 787.16643;39.22119; 79.05623
 787.72513;39.24871; 79.04803
 788.28383;39.27636; 79.03941
 788.84253;39.30402; 79.03132
 789.40123;39.33167; 79.02412
 789.95993;39.35934; 79.01651
 790.51863;39.38695; 79.00937
 791.07733;39.41458; 79.00253
 791.63603;39.44220; 78.99435
 792.19473;39.46976; 78.98659
 792.75343;39.49723; 78.97905
 793.31213;39.52470; 78.97137
 793.87082;39.55229; 78.96463
 794.42952;39.57989; 78.95677
 794.98822;39.60751; 78.94862
 795.54692;39.63513; 78.94146
 796.10562;39.66269; 78.93331
 796.66432;39.69024; 78.92635
 797.22302;39.71780; 78.91937
 797.78172;39.74530; 78.91209
 798.34042;39.77285; 78.90498
 798.89912;39.80035; 78.89753
 799.45782;39.82781; 78.89159
 800.01652;39.85531; 78.88481
 800.57522;39.88283; 78.87739
 801.13392;39.91037; 78.87086
 801.69262;39.93788; 78.86333
 802.25132;39.96540; 78.85621
 802.81002;39.99284; 78.85035
 803.36872;40.02034; 78.84429
 803.92742;40.04783; 78.83899
 804.48612;40.07540; 78.83284
 805.04482;40.10295; 78.82765
 805.60352;40.13056; 78.82183
 806.16222;40.15816; 78.81515
 806.72092;40.18570; 78.80749
 807.27962;40.21326; 78.79875
 807.83832;40.24080; 78.79028
 808.39702;40.26839; 78.78318
 808.95572;40.29588; 78.77667
 809.51442;40.32337; 78.77027
 810.07312;40.35091; 78.76360
 810.63182;40.37847; 78.75833
 811.19052;40.40605; 78.75281
 811.74922;40.43361; 78.74749
 812.30792;40.46109; 78.74220
 812.86662;40.48851; 78.73710
 813.42532;40.51597; 78.73153
 813.98402;40.54353; 78.72564
 814.54272;40.57113; 78.71846
 815.10142;40.59882; 78.71176
 815.66012;40.62646; 78.70571
 816.21882;40.65401; 78.69855
 816.77752;40.68157; 78.69280
 817.33622;40.70910; 78.68671
 817.89492;40.73669; 78.68135
 818.45362;40.76434; 78.67596
 819.01232;40.79196; 78.67094
 819.57102;40.81957; 78.66649
 820.12972;40.84718; 78.66219
 820.68842;40.87480; 78.65647
 821.24712;40.90244; 78.65139
 821.80582;40.93012; 78.64629
 822.36452;40.95774; 78.64007
 822.92322;40.98539; 78.63493
 823.48192;41.01298; 78.62889
 824.04062;41.04048; 78.62330
 824.59932;41.06798; 78.61714
 825.15802;41.09549; 78.61167
 825.71672;41.12299; 78.60630
 826.27542;41.15058; 78.60067
 826.83412;41.17821; 78.59548
 827.39282;41.20582; 78.59039
 827.95152;41.23343; 78.58521
 828.51022;41.26097; 78.57998
 829.06892;41.28848; 78.57531
 829.62762;41.31595; 78.57056
 830.18632;41.34350; 78.56635
 830.74502;41.37103; 78.56103
 831.30372;41.39860; 78.55638
 831.86242;41.42619; 78.55142
 832.42112;41.45380; 78.54618
 832.97982;41.48143; 78.54089
 833.53852;41.50901; 78.53634
 834.09722;41.53654; 78.53083
 834.65592;41.56415; 78.52622
 835.21462;41.59171; 78.52117
 835.77332;41.61932; 78.51595
 836.33202;41.64685; 78.51120
 836.89071;41.67437; 78.50605
 837.44941;41.70187; 78.50137
 838.00811;41.72935; 78.49630
 838.56681;41.75691; 78.49141
 839.12551;41.78452; 78.48630
 839.68421;41.81215; 78.48173
 840.24291;41.83971; 78.47699
 840.80161;41.86727; 78.47199
 841.36031;41.89485; 78.46783
 841.91901;41.92237; 78.46263
 842.47771;41.94995; 78.45794
 843.03641;41.97757; 78.45345
 843.59511;42.00508; 78.44894
 844.15381;42.03264; 78.44431
 844.71251;42.06020; 78.43972
 845.27121;42.08774; 78.43511
 845.82991;42.11536; 78.43056
 846.38861;42.14294; 78.42692
 846.94731;42.17049; 78.42218
 847.50601;42.19807; 78.41761
 848.06471;42.22569; 78.41327
 848.62341;42.25326; 78.40904
 849.18211;42.28089; 78.40475
 849.74081;42.30850; 78.39995
 850.29951;42.33607; 78.39586
 850.85821;42.36371; 78.39101
 851.41691;42.39130; 78.38693
 851.97561;42.41881; 78.38266
 852.53431;42.44642; 78.37758
 853.09301;42.47400; 78.37297
 853.65171;42.50163; 78.36842
 854.21041;42.52930; 78.36371
 854.76911;42.55696; 78.36007
 855.32781;42.58458; 78.35584
 855.88651;42.61230; 78.35196
 856.44521;42.63999; 78.34752
 857.00391;42.66776; 78.34351
 857.56261;42.69561; 78.33920
 858.12131;42.72341; 78.33548
 858.68001;42.75130; 78.33093
 859.23871;42.77909; 78.32695
 859.79741;42.80694; 78.32279
 860.35611;42.83479; 78.31792
 860.91481;42.86257; 78.31472
 861.47351;42.89039; 78.31052
 862.03221;42.91820; 78.30673
 862.59091;42.94600; 78.30254
 863.14961;42.97378; 78.29870
 863.70831;43.00159; 78.29483
 864.26701;43.02943; 78.29043
 864.82571;43.05720; 78.28673
 865.38441;43.08510; 78.28333
 865.94311;43.11283; 78.27847
 866.50181;43.14059; 78.27473
 867.06051;43.16839; 78.27116
 867.61921;43.19619; 78.26637
 868.17791;43.22410; 78.26269
 868.73661;43.25196; 78.25933
 869.29531;43.27973; 78.25597
 869.85401;43.30747; 78.25263
 870.41271;43.33525; 78.24992
 870.97141;43.36299; 78.24653
 871.53011;43.39068; 78.24344
 872.08881;43.41841; 78.23998
 872.64751;43.44608; 78.23655
 873.20621;43.47374; 78.23316
 873.76491;43.50147; 78.22957
 874.32361;43.52912; 78.22595
 874.88231;43.55687; 78.22199
 875.44101;43.58458; 78.21835
 875.99971;43.61227; 78.21471
 876.55841;43.63995; 78.21094
 877.11711;43.66758; 78.20743
 877.67581;43.69526; 78.20377
 878.23451;43.72298; 78.20046
 878.79321;43.75067; 78.19784
 879.35191;43.77830; 78.19436
 879.91061;43.80599; 78.19097
 880.46930;43.83363; 78.18788
 881.02800;43.86132; 78.18475
 881.58670;43.88908; 78.18081
 882.14540;43.91681; 78.17786
 882.70410;43.94453; 78.17347
 883.26280;43.97218; 78.17035
 883.82150;43.99981; 78.16692
 884.38020;44.02748; 78.16355
 884.93890;44.05520; 78.15963
 885.49760;44.08301; 78.15630
 886.05630;44.11079; 78.15285
 886.61500;44.13853; 78.14930
 887.17370;44.16624; 78.14548
 887.73240;44.19390; 78.14271
 888.29110;44.22160; 78.13965
 888.84980;44.24931; 78.13630
 889.40850;44.27702; 78.13332
 889.96720;44.30467; 78.13029
 890.52590;44.33241; 78.12669
 891.08460;44.36004; 78.12315
 891.64330;44.38777; 78.11955
 892.20200;44.41548; 78.11620
 892.76070;44.44318; 78.11344
 893.31940;44.47089; 78.11056
 893.87810;44.49867; 78.10712
 894.43680;44.52646; 78.10417
 894.99550;44.55416; 78.10145
 895.55420;44.58189; 78.09851
 896.11290;44.60953; 78.09574
 896.67160;44.63716; 78.09310
 897.23030;44.66479; 78.08975
 897.78900;44.69247; 78.08707
 898.34770;44.72020; 78.08400
 898.90640;44.74790; 78.08084
 899.46510;44.77563; 78.07779
 900.02380;44.80328; 78.07472
 900.58250;44.83096; 78.07186
 901.14120;44.85869; 78.06809
 901.69990;44.88645; 78.06510
 902.25860;44.91416; 78.06171
 902.81730;44.94195; 78.05801
 903.37600;44.96970; 78.05487
 903.93470;44.99745; 78.05159
 904.49340;45.02518; 78.04847
 905.05210;45.05282; 78.04554
 905.61080;45.08049; 78.04287
 906.16950;45.10814; 78.03953
 906.72820;45.13583; 78.03619
 907.28690;45.16350; 78.03193
 907.84560;45.19118; 78.02862
 908.40430;45.21882; 78.02563
 908.96300;45.24647; 78.02237
 909.52170;45.27410; 78.01977
 910.08040;45.30178; 78.01632
 910.63910;45.32947; 78.01339
 911.19780;45.35716; 78.01039
 911.75650;45.38489; 78.00778
 912.31520;45.41258; 78.00480
 912.87390;45.44027; 78.00238
 913.43260;45.46793; 77.99976
 913.99130;45.49559; 77.99703
 914.55000;45.52324; 77.99444
 915.10870;45.55095; 77.99193
 915.66740;45.57860; 77.98944
 916.22610;45.60626; 77.98618
 916.78480;45.63386; 77.98412
 917.34350;45.66147; 77.98190
 917.90220;45.68913; 77.97873
 918.46090;45.71685; 77.97568
 919.01960;45.74460; 77.97237
 919.57830;45.77226; 77.96878
 920.13700;45.79994; 77.96539
 920.69570;45.82759; 77.96224
 921.25440;45.85528; 77.95899
 921.81310;45.88301; 77.95634
 922.37180;45.91062; 77.95315
 922.93050;45.93827; 77.95038
 923.48919;45.96588; 77.94756
 924.04789;45.99350; 77.94485
 924.60659;46.02110; 77.94236
 925.16529;46.04875; 77.93976
 925.72399;46.07639; 77.93701
 926.28269;46.10408; 77.93441
 926.84139;46.13181; 77.93139
 927.40009;46.15950; 77.92854
 927.95879;46.18720; 77.92570
 928.51749;46.21489; 77.92217
 929.07619;46.24257; 77.91890
 929.63489;46.27029; 77.91626
 930.19359;46.29791; 77.91340
 930.75229;46.32559; 77.91050
 931.31099;46.35327; 77.90717
 931.86969;46.38092; 77.90442
 932.42839;46.40868; 77.90130
 932.98709;46.43638; 77.89784
 933.54579;46.46410; 77.89459
 934.10449;46.49179; 77.89222
 934.66319;46.51945; 77.88965
 935.22189;46.54705; 77.88691
 935.78059;46.57473; 77.88388
 936.33929;46.60240; 77.88132
 936.89799;46.63006; 77.87851
 937.45669;46.65777; 77.87544
 938.01539;46.68540; 77.87250
 938.57409;46.71315; 77.87025
 939.13279;46.74096; 77.86782
 939.69149;46.76868; 77.86490
 940.25019;46.79638; 77.86191
 940.80889;46.82406; 77.85900
 941.36759;46.85171; 77.85650
 941.92629;46.87944; 77.85407
 942.48499;46.90707; 77.85144
 943.04369;46.93473; 77.84823
 943.60239;46.96235; 77.84569
 944.16109;46.99003; 77.84223
 944.71979;47.01774; 77.83942
 945.27849;47.04549; 77.83681
 945.83719;47.07319; 77.83379
 946.39589;47.10086; 77.83143
 946.95459;47.12854; 77.82830
 947.51329;47.15629; 77.82499
 948.07199;47.18400; 77.82204
 948.63069;47.21175; 77.81903
 949.18939;47.23953; 77.81700
 949.74809;47.26728; 77.81358
 950.30679;47.29506; 77.81048
 950.86549;47.32280; 77.80794
 951.42419;47.35047; 77.80532
 951.98289;47.37812; 77.80249
 952.54159;47.40582; 77.79872
 953.10029;47.43357; 77.79598
 953.65899;47.46138; 77.79370
 954.21769;47.48915; 77.79137
 954.77639;47.51690; 77.78848
 955.33509;47.54462; 77.78571
 955.89379;47.57235; 77.78306
 956.45249;47.60012; 77.78024
 957.01119;47.62793; 77.77824
 957.56989;47.65576; 77.77607
 958.12859;47.68360; 77.77381
 958.68729;47.71141; 77.77107
 959.24599;47.73919; 77.76818
 959.80469;47.76699; 77.76527
 960.36339;47.79478; 77.76224
 960.92209;47.82262; 77.76005
 961.48079;47.85045; 77.75787
 962.03949;47.87826; 77.75471
 962.59819;47.90611; 77.75189
 963.15689;47.93399; 77.74907
 963.71559;47.96187; 77.74616
 964.27429;47.98976; 77.74338
 964.83299;48.01755; 77.74026
 965.39169;48.04546; 77.73788
 965.95039;48.07331; 77.73531
 966.50908;48.10113; 77.73281
 967.06778;48.12899; 77.73009
 967.62648;48.15681; 77.72769
 968.18518;48.18466; 77.72527
 968.74388;48.21253; 77.72379
 969.30258;48.24040; 77.72187
 969.86128;48.26824; 77.71863
 970.41998;48.29610; 77.71619
 970.97868;48.32400; 77.71277
 971.53738;48.35193; 77.70995
 972.09608;48.37987; 77.70672
 972.65478;48.40781; 77.70385
 973.21348;48.43576; 77.70155
 973.77218;48.46369; 77.69923
 974.33088;48.49164; 77.69650
 974.88958;48.51957; 77.69378
 975.44828;48.54747; 77.69071
 976.00698;48.57535; 77.68770
 976.56568;48.60326; 77.68577
 977.12438;48.63115; 77.68242
 977.68308;48.65906; 77.68067
 978.24178;48.68704; 77.67767
 978.80048;48.71495; 77.67459
 979.35918;48.74287; 77.67183
 979.91788;48.77079; 77.66860
 980.47658;48.79870; 77.66581
 981.03528;48.82656; 77.66268
 981.59398;48.85452; 77.65950
 982.15268;48.88249; 77.65693
 982.71138;48.91045; 77.65433
 983.27008;48.93837; 77.65160
 983.82878;48.96629; 77.64926
 984.38748;48.99426; 77.64711
 984.94618;49.02226; 77.64520
 985.50488;49.05033; 77.64295
 986.06358;49.07829; 77.64068
 986.62228;49.10623; 77.63743
 987.18098;49.13422; 77.63527
 987.73968;49.16217; 77.63285
 988.29838;49.19025; 77.63007
 988.85708;49.21829; 77.62825
 989.41578;49.24635; 77.62505
 989.97448;49.27447; 77.62306
 990.53318;49.30253; 77.62055
 991.09188;49.33059; 77.61738
 991.65058;49.35862; 77.61483
 992.20928;49.38656; 77.61180
 992.76798;49.41465; 77.60931
 993.32668;49.44274; 77.60712
 993.88538;49.47086; 77.60451
 994.44408;49.49899; 77.60163
 995.00278;49.52705; 77.59832
 995.56148;49.55510; 77.59598
 996.12018;49.58320; 77.59283
 996.67888;49.61122; 77.59121
 997.23758;49.63933; 77.58770
 997.79628;49.66737; 77.58555
 998.35498;49.69542; 77.58256
 998.91368;49.72345; 77.58000
 999.47238;49.75149; 77.57717
1000.03108;49.77955; 77.57396
1000.58978;49.80765; 77.57114
1001.14848;49.83575; 77.56817
1001.70718;49.86377; 77.56529
1002.26588;49.89182; 77.56237
1002.82458;49.91980; 77.55983
1003.38328;49.94776; 77.55687
1003.94198;49.97581; 77.55421
1004.50068;50.00386; 77.55136
1005.05938;50.03195; 77.54875
1005.61808;50.06009; 77.54636
1006.17678;50.08818; 77.54387
1006.73548;50.11624; 77.54101
1007.29418;50.14433; 77.53834
1007.85288;50.17239; 77.53621
1008.41158;50.20043; 77.53322
1008.97028;50.22851; 77.53037
1009.52898;50.25656; 77.52712
1010.08767;50.28461; 77.52472
1010.64637;50.31269; 77.52215
1011.20507;50.34072; 77.51988
1011.76377;50.36877; 77.51726
1012.32247;50.39679; 77.51457
1012.88117;50.42482; 77.51200
1013.43987;50.45291; 77.51040
1013.99857;50.48096; 77.50803
1014.55727;50.50907; 77.50535
1015.11597;50.53710; 77.50292
1015.67467;50.56510; 77.50044
1016.23337;50.59319; 77.49798
1016.79207;50.62126; 77.49523
1017.35077;50.64935; 77.49275
1017.90947;50.67736; 77.49005
1018.46817;50.70538; 77.48763
1019.02687;50.73332; 77.48519
1019.58557;50.76126; 77.48214
1020.14427;50.78926; 77.47955
1020.70297;50.81723; 77.47665
1021.26167;50.84525; 77.47396
1021.82037;50.87329; 77.47142
1022.37907;50.90128; 77.46830
1022.93777;50.92931; 77.46595
1023.49647;50.95736; 77.46371
1024.05517;50.98544; 77.46080
1024.61387;51.01347; 77.45812
1025.17257;51.04149; 77.45509
1025.73127;51.06952; 77.45228
1026.28997;51.09755; 77.44896
1026.84867;51.12562; 77.44650
1027.40737;51.15362; 77.44411
1027.96607;51.18162; 77.44160
1028.52477;51.20963; 77.43909
1029.08347;51.23767; 77.43600
1029.64217;51.26574; 77.43315
1030.20087;51.29384; 77.43077
1030.75957;51.32184; 77.42806
1031.31827;51.34989; 77.42534
1031.87697;51.37793; 77.42242
1032.43567;51.40598; 77.41994
1032.99437;51.43408; 77.41756
1033.55307;51.46207; 77.41466
1034.11177;51.49010; 77.41152
1034.67047;51.51809; 77.40844
1035.22917;51.54616; 77.40593
1035.78787;51.57422; 77.40380
1036.34657;51.60227; 77.40104
1036.90527;51.63031; 77.39874
1037.46397;51.65837; 77.39593
1038.02267;51.68640; 77.39333
1038.58137;51.71437; 77.39068
1039.14007;51.74238; 77.38774
1039.69877;51.77040; 77.38499
1040.25747;51.79846; 77.38239
1040.81617;51.82648; 77.37929
1041.37487;51.85451; 77.37654
1041.93357;51.88253; 77.37432
1042.49227;51.91057; 77.37117
1043.05097;51.93869; 77.36869
1043.60967;51.96682; 77.36572
1044.16837;51.99490; 77.36327
1044.72707;52.02297; 77.36006
1045.28577;52.05095; 77.35724
1045.84447;52.07895; 77.35541
1046.40317;52.10694; 77.35252
1046.96187;52.13492; 77.34946
1047.52057;52.16295; 77.34772
1048.07927;52.19092; 77.34581
1048.63797;52.21899; 77.34366
1049.19667;52.24701; 77.34150
1049.75537;52.27502; 77.33830
1050.31407;52.30304; 77.33586
1050.87277;52.33109; 77.33280
1051.43147;52.35913; 77.33025
1051.99017;52.38722; 77.32848
1052.54887;52.41532; 77.32584
1053.10756;52.44336; 77.32335
1053.66626;52.47138; 77.32024
1054.22496;52.49936; 77.31809
1054.78366;52.52732; 77.31481
1055.34236;52.55533; 77.31248
1055.90106;52.58337; 77.31005
1056.45976;52.61145; 77.30725
1057.01846;52.63958; 77.30456
1057.57716;52.66768; 77.30092
1058.13586;52.69573; 77.29859
1058.69456;52.72379; 77.29528
1059.25326;52.75181; 77.29308
1059.81196;52.77986; 77.28968
1060.37066;52.80793; 77.28739
1060.92936;52.83601; 77.28521
1061.48806;52.86413; 77.28233
1062.04676;52.89228; 77.27922
1062.60546;52.92037; 77.27725
1063.16416;52.94843; 77.27422
1063.72286;52.97650; 77.27071
1064.28156;53.00458; 77.26693
1064.84026;53.03271; 77.26375
1065.39896;53.06081; 77.26024
1065.95766;53.08894; 77.25677
1066.51636;53.11699; 77.25368
1067.07506;53.14510; 77.25066
1067.63376;53.17326; 77.24773
1068.19246;53.20143; 77.24537
1068.75116;53.22958; 77.24232
1069.30986;53.25774; 77.23999
1069.86856;53.28591; 77.23764
1070.42726;53.31410; 77.23533
1070.98596;53.34232; 77.23278
1071.54466;53.37053; 77.23008
1072.10336;53.39870; 77.22729
1072.66206;53.42694; 77.22492
1073.22076;53.45518; 77.22222
1073.77946;53.48342; 77.21963
1074.33816;53.51170; 77.21702
1074.89686;53.53991; 77.21402
1075.45556;53.56820; 77.21157
1076.01426;53.59649; 77.20827
1076.57296;53.62469; 77.20531
1077.13166;53.65290; 77.20242
1077.69036;53.68116; 77.19922
1078.24906;53.70948; 77.19636
1078.80776;53.73783; 77.19289
1079.36646;53.76624; 77.18981
1079.92516;53.79459; 77.18730
1080.48386;53.82296; 77.18420
1081.04256;53.85130; 77.18144
1081.60126;53.87965; 77.17873
1082.15996;53.90800; 77.17548
1082.71866;53.93640; 77.17247
1083.27736;53.96478; 77.16933
1083.83606;53.99319; 77.16561
1084.39476;54.02166; 77.16253
1084.95346;54.05011; 77.16046
1085.51216;54.07852; 77.15889
1086.07086;54.10693; 77.15646
1086.62956;54.13536; 77.15395
1087.18826;54.16380; 77.15161
1087.74696;54.19234; 77.14845
1088.30566;54.22085; 77.14564
1088.86436;54.24939; 77.14308
1089.42306;54.27784; 77.13996
1089.98176;54.30634; 77.13807
1090.54046;54.33485; 77.13514
1091.09916;54.36330; 77.13216
1091.65786;54.39184; 77.12890
1092.21656;54.42038; 77.12592
1092.77526;54.44894; 77.12330
1093.33396;54.47751; 77.12018
1093.89266;54.50607; 77.11734
1094.45136;54.53459; 77.11450
1095.01006;54.56322; 77.11173
1095.56876;54.59185; 77.10851
1096.12745;54.62048; 77.10561
1096.68615;54.64916; 77.10246
1097.24485;54.67780; 77.09931
1097.80355;54.70641; 77.09649
1098.36225;54.73506; 77.09403
1098.92095;54.76370; 77.09106
1099.47965;54.79236; 77.08867
1100.03835;54.82098; 77.08632
1100.59705;54.84961; 77.08306
1101.15575;54.87834; 77.08079
1101.71445;54.90700; 77.07726
1102.27315;54.93576; 77.07430
1102.83185;54.96444; 77.07117
1103.39055;54.99310; 77.06835
1103.94925;55.02181; 77.06555
1104.50795;55.05055; 77.06252
1105.06665;55.07930; 77.06001
1105.62535;55.10799; 77.05747
1106.18405;55.13666; 77.05498
1106.74275;55.16539; 77.05194
1107.30145;55.19414; 77.04934
1107.86015;55.22297; 77.04692
1108.41885;55.25174; 77.04473
1108.97755;55.28062; 77.04166
1109.53625;55.30951; 77.03866
1110.09495;55.33835; 77.03620
1110.65365;55.36718; 77.03370
1111.21235;55.39600; 77.03030
1111.77105;55.42476; 77.02836
1112.32975;55.45360; 77.02550
1112.88845;55.48239; 77.02136
1113.44715;55.51115; 77.01905
