#EXPORTTYPE:DATA ALL
#FILE:DQ2V(10K).ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:1
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:调试
#DATE/TIME:23.08.2018 17:19
#CORR. FILE:基线Ar（1200,10K).ngb-bs3
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:煤及煤系气重点实验室
#OPERATOR:wangchg
#REMARK:
#SAMPLE:DQ2V
#SAMPLE MASS /mg:10
#MATERIAL:煤样
#REFERENCE:空坩埚
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /μV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:40°C/10.0(K/min)/1000°C
#SEGMENT:S1/1
#SEG. 1:40°C/10.0(K/min)/1000°C

##Temp./°C;Time/min;DSC/(uV/mg);Mass/%;Sensit./(uV/mW)
678.81952;65.54595;      0.69911; 84.83972;1.00000
679.29636;65.59397;      0.69981; 84.83020;1.00000
679.78118;65.64199;      0.69993; 84.82011;1.00000
680.26006;65.69001;      0.70046; 84.79800;1.00000
680.72358;65.73802;      0.70093; 84.79203;1.00000
681.20824;65.78604;      0.70087; 84.78664;1.00000
681.68921;65.83406;      0.70176; 84.77849;1.00000
682.16297;65.88208;      0.70193; 84.76456;1.00000
682.64297;65.93010;      0.70191; 84.75399;1.00000
683.12238;65.97812;      0.70220; 84.74641;1.00000
683.59670;66.02614;      0.70248; 84.73502;1.00000
684.07197;66.07416;      0.70314; 84.72204;1.00000
684.55532;66.12218;      0.70307; 84.71164;1.00000
685.02207;66.17020;      0.70420; 84.70296;1.00000
685.50284;66.21821;      0.70394; 84.69344;1.00000
685.98565;66.26623;      0.70438; 84.68232;1.00000
686.46918;66.31425;      0.70473; 84.67313;1.00000
686.94351;66.36227;      0.70497; 84.66253;1.00000
687.42195;66.41029;      0.70533; 84.65194;1.00000
687.89994;66.45831;      0.70530; 84.63762;1.00000
688.38052;66.50633;      0.70653; 84.62169;1.00000
688.85434;66.55435;      0.70683; 84.61453;1.00000
689.33802;66.60237;      0.70683; 84.60556;1.00000
689.81989;66.65039;      0.70679; 84.59292;1.00000
690.30375;66.69840;      0.70662; 84.58157;1.00000
690.76941;66.74642;      0.70727; 84.56434;1.00000
691.25132;66.79444;      0.70799; 84.54856;1.00000
691.72350;66.84246;      0.70745; 84.53728;1.00000
692.19679;66.89048;      0.70810; 84.52489;1.00000
692.66680;66.93850;      0.70845; 84.51330;1.00000
693.15410;66.98652;      0.70888; 84.50193;1.00000
693.63995;67.03454;      0.70878; 84.49322;1.00000
694.11347;67.08256;      0.70860; 84.47164;1.00000
694.60082;67.13058;      0.70964; 84.46093;1.00000
695.07459;67.17859;      0.70983; 84.45715;1.00000
695.54813;67.22661;      0.70927; 84.45032;1.00000
696.02840;67.27463;      0.71009; 84.43773;1.00000
696.50181;67.32265;      0.71029; 84.42556;1.00000
696.98465;67.37067;      0.71076; 84.41379;1.00000
697.46274;67.41869;      0.71142; 84.39852;1.00000
697.93991;67.46671;      0.71090; 84.38744;1.00000
698.42195;67.51473;      0.71104; 84.37855;1.00000
698.89760;67.56275;      0.71037; 84.37150;1.00000
699.36843;67.61077;      0.71168; 84.36284;1.00000
699.84867;67.65878;      0.71217; 84.35226;1.00000
700.32641;67.70680;      0.71248; 84.34730;1.00000
700.79882;67.75482;      0.71169; 84.34068;1.00000
701.28027;67.80284;      0.71230; 84.32276;1.00000
701.74848;67.85086;      0.71233; 84.31398;1.00000
702.23989;67.89888;      0.71269; 84.30825;1.00000
702.70696;67.94690;      0.71224; 84.29752;1.00000
703.18102;67.99492;      0.71188; 84.28707;1.00000
703.66323;68.04294;      0.71269; 84.27515;1.00000
704.14836;68.09096;      0.71217; 84.26177;1.00000
704.62412;68.13897;      0.71220; 84.24924;1.00000
705.09976;68.18699;      0.71241; 84.23763;1.00000
705.57890;68.23501;      0.71212; 84.22700;1.00000
706.05135;68.28303;      0.71198; 84.21643;1.00000
706.52696;68.33105;      0.71235; 84.20366;1.00000
707.01287;68.37907;      0.71091; 84.18544;1.00000
707.49853;68.42709;      0.71194; 84.17147;1.00000
707.96754;68.47511;      0.71184; 84.16734;1.00000
708.44918;68.52313;      0.71164; 84.15973;1.00000
708.93198;68.57115;      0.71067; 84.14764;1.00000
709.40503;68.61916;      0.71063; 84.13519;1.00000
709.89142;68.66718;      0.71140; 84.12439;1.00000
710.35889;68.71520;      0.71118; 84.11052;1.00000
710.84471;68.76322;      0.71058; 84.09907;1.00000
711.31321;68.81124;      0.71100; 84.08863;1.00000
711.80508;68.85926;      0.71046; 84.07622;1.00000
712.26953;68.90728;      0.71079; 84.06679;1.00000
712.75013;68.95530;      0.71059; 84.05884;1.00000
713.22948;69.00332;      0.71065; 84.03724;1.00000
713.69411;69.05134;      0.71038; 84.02776;1.00000
714.18226;69.09935;      0.71029; 84.01719;1.00000
714.65796;69.14737;      0.71029; 84.00751;1.00000
715.14115;69.19539;      0.71070; 83.98865;1.00000
715.61822;69.24341;      0.70986; 83.97030;1.00000
716.10241;69.29143;      0.71010; 83.95061;1.00000
716.56960;69.33945;      0.70936; 83.93712;1.00000
717.05424;69.38747;      0.71042; 83.92276;1.00000
717.53644;69.43549;      0.70878; 83.91023;1.00000
718.01477;69.48351;      0.70953; 83.89630;1.00000
718.48778;69.53153;      0.70925; 83.87517;1.00000
718.97944;69.57954;      0.70839; 83.85706;1.00000
719.45197;69.62756;      0.70818; 83.84770;1.00000
719.92783;69.67558;      0.70754; 83.83578;1.00000
720.40785;69.72360;      0.70716; 83.82055;1.00000
720.88029;69.77162;      0.70772; 83.80460;1.00000
721.36153;69.81964;      0.70689; 83.79111;1.00000
721.83612;69.86766;      0.70632; 83.78063;1.00000
722.31998;69.91568;      0.70588; 83.77148;1.00000
722.80117;69.96370;      0.70583; 83.76429;1.00000
723.27921;70.01172;      0.70626; 83.75676;1.00000
723.76145;70.05973;      0.70642; 83.74701;1.00000
724.23954;70.10775;      0.70533; 83.75186;1.00000
724.71400;70.15577;      0.70452; 83.74642;1.00000
725.19343;70.20379;      0.70496; 83.73728;1.00000
725.66882;70.25181;      0.70511; 83.72612;1.00000
726.14624;70.29983;      0.70404; 83.70804;1.00000
726.61436;70.34785;      0.70354; 83.70231;1.00000
727.09264;70.39587;      0.70369; 83.69367;1.00000
727.57132;70.44389;      0.70281; 83.68119;1.00000
728.04239;70.49191;      0.70271; 83.66880;1.00000
728.52019;70.53992;      0.70282; 83.66102;1.00000
729.00393;70.58794;      0.70224; 83.64466;1.00000
729.46792;70.63596;      0.70142; 83.62922;1.00000
729.94433;70.68398;      0.70113; 83.61695;1.00000
730.42205;70.73200;      0.70020; 83.60534;1.00000
730.90322;70.78002;      0.69992; 83.59500;1.00000
731.37081;70.82804;      0.69974; 83.58541;1.00000
731.85215;70.87606;      0.69872; 83.57462;1.00000
732.31745;70.92408;      0.69782; 83.55614;1.00000
732.80781;70.97210;      0.69717; 83.54961;1.00000
733.27815;71.02012;      0.69693; 83.54098;1.00000
733.75331;71.06813;      0.69625; 83.53123;1.00000
734.22346;71.11615;      0.69518; 83.52641;1.00000
734.70733;71.16417;      0.69489; 83.51957;1.00000
735.18431;71.21219;      0.69470; 83.51173;1.00000
735.65696;71.26021;      0.69290; 83.50192;1.00000
736.14216;71.30823;      0.69260; 83.49026;1.00000
736.59729;71.35625;      0.69217; 83.48011;1.00000
737.07645;71.40427;      0.69100; 83.47010;1.00000
737.55094;71.45229;      0.68954; 83.46344;1.00000
738.02789;71.50031;      0.69000; 83.45191;1.00000
738.51381;71.54832;      0.68856; 83.44061;1.00000
738.98450;71.59634;      0.68764; 83.42708;1.00000
739.46012;71.64436;      0.68734; 83.41127;1.00000
739.93932;71.69238;      0.68639; 83.39770;1.00000
740.40977;71.74040;      0.68639; 83.39295;1.00000
740.88409;71.78842;      0.68585; 83.38333;1.00000
741.36088;71.83644;      0.68423; 83.37559;1.00000
741.84017;71.88446;      0.68284; 83.36716;1.00000
742.31124;71.93248;      0.68354; 83.36056;1.00000
742.78603;71.98050;      0.68284; 83.35291;1.00000
743.26826;72.02851;      0.68275; 83.34229;1.00000
743.73974;72.07653;      0.68220; 83.33336;1.00000
744.21894;72.12455;      0.68164; 83.32497;1.00000
744.69312;72.17257;      0.68127; 83.31529;1.00000
745.17794;72.22059;      0.68047; 83.30592;1.00000
745.64765;72.26861;      0.68048; 83.29734;1.00000
746.12203;72.31663;      0.68014; 83.28667;1.00000
746.59543;72.36465;      0.67991; 83.27600;1.00000
747.07983;72.41267;      0.67943; 83.25563;1.00000
747.55077;72.46069;      0.67803; 83.24086;1.00000
748.02450;72.50870;      0.67740; 83.23033;1.00000
748.50597;72.55672;      0.67566; 83.21528;1.00000
748.98638;72.60474;      0.67559; 83.20244;1.00000
749.45172;72.65276;      0.67542; 83.19533;1.00000
749.92653;72.70078;      0.67466; 83.18379;1.00000
750.40585;72.74880;      0.67414; 83.17324;1.00000
750.87404;72.79682;      0.67328; 83.16364;1.00000
751.36110;72.84484;      0.67274; 83.15314;1.00000
751.83324;72.89286;      0.67272; 83.14051;1.00000
752.30526;72.94088;      0.67114; 83.12880;1.00000
752.77960;72.98889;      0.67098; 83.11627;1.00000
753.25748;73.03691;      0.67085; 83.10190;1.00000
753.72798;73.08493;      0.66961; 83.08039;1.00000
754.20618;73.13295;      0.66851; 83.06945;1.00000
754.68195;73.18097;      0.66806; 83.05882;1.00000
755.15801;73.22899;      0.66715; 83.04251;1.00000
755.63637;73.27701;      0.66788; 83.02689;1.00000
756.10321;73.32503;      0.66579; 83.01398;1.00000
756.57988;73.37305;      0.66588; 83.00464;1.00000
757.06191;73.42107;      0.66528; 82.99483;1.00000
757.53589;73.46908;      0.66474; 82.98515;1.00000
758.01324;73.51710;      0.66451; 82.97177;1.00000
758.48368;73.56512;      0.66347; 82.96200;1.00000
758.96218;73.61314;      0.66304; 82.95337;1.00000
759.43911;73.66116;      0.66340; 82.94475;1.00000
759.90218;73.70918;      0.66169; 82.93123;1.00000
760.38587;73.75720;      0.66111; 82.91644;1.00000
760.85924;73.80522;      0.66087; 82.91347;1.00000
761.33091;73.85324;      0.66005; 82.91276;1.00000
761.80813;73.90126;      0.65898; 82.90778;1.00000
762.28361;73.94927;      0.65915; 82.90120;1.00000
762.76206;73.99729;      0.65880; 82.89160;1.00000
763.23316;74.04531;      0.65825; 82.88183;1.00000
763.70698;74.09333;      0.65647; 82.87566;1.00000
764.17946;74.14135;      0.65644; 82.87089;1.00000
764.65469;74.18937;      0.65523; 82.86512;1.00000
765.13380;74.23739;      0.65457; 82.85117;1.00000
765.60434;74.28541;      0.65545; 82.83527;1.00000
766.08272;74.33343;      0.65402; 82.82318;1.00000
766.55872;74.38145;      0.65416; 82.81066;1.00000
767.03982;74.42946;      0.65241; 82.80010;1.00000
767.50010;74.47748;      0.65240; 82.79052;1.00000
767.98571;74.52550;      0.65167; 82.77581;1.00000
768.45870;74.57352;      0.65121; 82.76256;1.00000
768.92950;74.62154;      0.65020; 82.75875;1.00000
769.39960;74.66956;      0.64994; 82.75206;1.00000
769.87772;74.71758;      0.64836; 82.74155;1.00000
770.35308;74.76560;      0.64821; 82.73130;1.00000
770.82783;74.81362;      0.64805; 82.71911;1.00000
771.29846;74.86164;      0.64719; 82.71194;1.00000
771.76575;74.90965;      0.64714; 82.70900;1.00000
772.24245;74.95767;      0.64630; 82.70134;1.00000
772.71394;75.00569;      0.64585; 82.69738;1.00000
773.18754;75.05371;      0.64523; 82.69457;1.00000
773.65724;75.10173;      0.64428; 82.68872;1.00000
774.13261;75.14975;      0.64492; 82.68402;1.00000
774.60817;75.19777;      0.64261; 82.67759;1.00000
775.08999;75.24579;      0.64319; 82.66980;1.00000
775.55389;75.29381;      0.64267; 82.66146;1.00000
776.03497;75.34183;      0.64135; 82.65154;1.00000
776.50046;75.38984;      0.64156; 82.64104;1.00000
776.97660;75.43786;      0.64170; 82.62558;1.00000
777.45354;75.48588;      0.64052; 82.61595;1.00000
777.93311;75.53390;      0.64039; 82.61410;1.00000
778.41467;75.58192;      0.64035; 82.60887;1.00000
778.88336;75.62994;      0.63934; 82.60202;1.00000
779.35563;75.67796;      0.63912; 82.59041;1.00000
779.83269;75.72598;      0.63880; 82.58081;1.00000
780.31302;75.77400;      0.63938; 82.57061;1.00000
780.77236;75.82202;      0.63869; 82.56252;1.00000
781.26334;75.87004;      0.63873; 82.55299;1.00000
781.73157;75.91805;      0.63818; 82.54058;1.00000
782.20994;75.96607;      0.63837; 82.53106;1.00000
782.69669;76.01409;      0.63923; 82.52310;1.00000
783.17168;76.06211;      0.63856; 82.51362;1.00000
783.63518;76.11013;      0.63813; 82.50599;1.00000
784.10925;76.15815;      0.63849; 82.50112;1.00000
784.58586;76.20617;      0.63812; 82.49538;1.00000
785.06852;76.25419;      0.63769; 82.49047;1.00000
785.54497;76.30221;      0.63724; 82.48576;1.00000
786.01324;76.35023;      0.63668; 82.47997;1.00000
786.49754;76.39824;      0.63653; 82.47222;1.00000
786.97551;76.44626;      0.63770; 82.45875;1.00000
787.44950;76.49428;      0.63727; 82.44539;1.00000
787.92809;76.54230;      0.63615; 82.44415;1.00000
788.40850;76.59032;      0.63699; 82.43898;1.00000
788.88105;76.63834;      0.63571; 82.43054;1.00000
789.36078;76.68636;      0.63574; 82.41872;1.00000
789.83277;76.73438;      0.63544; 82.40711;1.00000
790.31036;76.78240;      0.63488; 82.39425;1.00000
790.78894;76.83042;      0.63469; 82.38295;1.00000
791.25325;76.87843;      0.63468; 82.37429;1.00000
791.74320;76.92645;      0.63512; 82.36204;1.00000
792.21514;76.97447;      0.63435; 82.35121;1.00000
792.69292;77.02249;      0.63406; 82.34145;1.00000
793.17152;77.07051;      0.63382; 82.33292;1.00000
793.64953;77.11853;      0.63279; 82.32727;1.00000
794.12039;77.16655;      0.63302; 82.32076;1.00000
794.59396;77.21457;      0.63240; 82.31244;1.00000
795.07930;77.26259;      0.63286; 82.30678;1.00000
795.55575;77.31061;      0.63130; 82.29278;1.00000
796.02994;77.35862;      0.63171; 82.27920;1.00000
796.50893;77.40664;      0.63019; 82.27522;1.00000
796.97721;77.45466;      0.63053; 82.27609;1.00000
797.45400;77.50268;      0.63055; 82.27371;1.00000
797.92585;77.55070;      0.63043; 82.26893;1.00000
798.40271;77.59872;      0.62961; 82.26420;1.00000
798.88880;77.64674;      0.62952; 82.25732;1.00000
799.35507;77.69476;      0.62901; 82.25105;1.00000
799.82703;77.74278;      0.62874; 82.24578;1.00000
800.30247;77.79080;      0.62917; 82.23985;1.00000
800.77891;77.83881;      0.62942; 82.23421;1.00000
801.25053;77.88683;      0.62926; 82.22893;1.00000
801.72225;77.93485;      0.62819; 82.22347;1.00000
802.19909;77.98287;      0.62892; 82.21879;1.00000
802.67092;78.03089;      0.62826; 82.20782;1.00000
803.14192;78.07891;      0.62875; 82.20115;1.00000
803.61333;78.12693;      0.62847; 82.19398;1.00000
804.09196;78.17495;      0.62883; 82.18947;1.00000
804.56428;78.22297;      0.62831; 82.18439;1.00000
805.03473;78.27099;      0.62881; 82.17783;1.00000
805.50401;78.31900;      0.62945; 82.17020;1.00000
805.97872;78.36702;      0.62798; 82.16067;1.00000
806.43626;78.41504;      0.62809; 82.15202;1.00000
806.91539;78.46306;      0.62842; 82.14552;1.00000
807.38786;78.51108;      0.62907; 82.13693;1.00000
807.85983;78.55910;      0.62883; 82.13209;1.00000
808.33624;78.60712;      0.62813; 82.11698;1.00000
808.80698;78.65514;      0.62829; 82.10393;1.00000
809.27544;78.70316;      0.62802; 82.10277;1.00000
809.74512;78.75118;      0.62792; 82.09800;1.00000
810.22090;78.79919;      0.62787; 82.09211;1.00000
810.68540;78.84721;      0.62738; 82.08557;1.00000
811.16530;78.89523;      0.62657; 82.07781;1.00000
811.63443;78.94325;      0.62633; 82.07032;1.00000
812.11310;78.99127;      0.62508; 82.06075;1.00000
812.56834;79.03929;      0.62602; 82.05209;1.00000
813.04536;79.08731;      0.62533; 82.04516;1.00000
813.51889;79.13533;      0.62556; 82.04244;1.00000
813.99759;79.18335;      0.62515; 82.03489;1.00000
814.46055;79.23137;      0.62471; 82.02484;1.00000
814.94306;79.27938;      0.62500; 82.01907;1.00000
815.40713;79.32740;      0.62494; 82.01341;1.00000
815.87493;79.37542;      0.62457; 82.00493;1.00000
816.35066;79.42344;      0.62421; 81.99955;1.00000
816.82436;79.47146;      0.62334; 81.99582;1.00000
817.29552;79.51948;      0.62440; 81.99205;1.00000
817.77581;79.56750;      0.62413; 81.98830;1.00000
818.24484;79.61552;      0.62344; 81.98412;1.00000
818.71948;79.66354;      0.62342; 81.97832;1.00000
819.19986;79.71156;      0.62277; 81.97271;1.00000
819.67273;79.75957;      0.62266; 81.96607;1.00000
820.14420;79.80759;      0.62269; 81.95843;1.00000
820.61666;79.85561;      0.62219; 81.95074;1.00000
821.08905;79.90363;      0.62215; 81.94352;1.00000
821.55775;79.95165;      0.62204; 81.93883;1.00000
822.03654;79.99967;      0.62278; 81.93306;1.00000
822.51134;80.04769;      0.62228; 81.92541;1.00000
822.98864;80.09571;      0.62187; 81.91830;1.00000
823.45459;80.14373;      0.62218; 81.91260;1.00000
823.94121;80.19175;      0.62198; 81.90451;1.00000
824.41366;80.23976;      0.62143; 81.89405;1.00000
824.89132;80.28778;      0.62153; 81.88625;1.00000
825.35823;80.33580;      0.62148; 81.88388;1.00000
825.84059;80.38382;      0.62091; 81.88159;1.00000
826.31247;80.43184;      0.62164; 81.87667;1.00000
826.78550;80.47986;      0.62142; 81.87101;1.00000
827.25804;80.52788;      0.62075; 81.86425;1.00000
827.73387;80.57590;      0.62120; 81.85780;1.00000
828.21810;80.62392;      0.62108; 81.85151;1.00000
828.69350;80.67194;      0.62064; 81.84598;1.00000
829.16956;80.71995;      0.62065; 81.84301;1.00000
829.64665;80.76797;      0.62036; 81.83823;1.00000
830.11873;80.81599;      0.62087; 81.83450;1.00000
830.59965;80.86401;      0.61947; 81.82533;1.00000
831.08085;80.91203;      0.62045; 81.82150;1.00000
831.55153;80.96005;      0.62012; 81.82900;1.00000
832.02542;81.00807;      0.62059; 81.82724;1.00000
832.49537;81.05609;      0.62045; 81.82291;1.00000
832.97995;81.10411;      0.62121; 81.82169;1.00000
833.45663;81.15213;      0.62055; 81.81984;1.00000
833.92249;81.20015;      0.62073; 81.81900;1.00000
834.40416;81.24816;      0.62134; 81.81896;1.00000
834.87572;81.29618;      0.62149; 81.81792;1.00000
835.35145;81.34420;      0.62207; 81.81698;1.00000
835.82658;81.39222;      0.62065; 81.81470;1.00000
836.29313;81.44024;      0.62256; 81.80896;1.00000
836.76712;81.48826;      0.62213; 81.80213;1.00000
837.24838;81.53628;      0.62157; 81.79899;1.00000
837.71496;81.58430;      0.62201; 81.79520;1.00000
838.18554;81.63232;      0.62231; 81.78662;1.00000
838.66012;81.68034;      0.62202; 81.77489;1.00000
839.14523;81.72835;      0.62263; 81.76045;1.00000
839.61515;81.77637;      0.62295; 81.75505;1.00000
840.08790;81.82439;      0.62292; 81.75255;1.00000
840.56119;81.87241;      0.62302; 81.74684;1.00000
841.03664;81.92043;      0.62333; 81.73892;1.00000
841.50231;81.96845;      0.62306; 81.73031;1.00000
841.98401;82.01647;      0.62338; 81.71942;1.00000
842.45310;82.06449;      0.62302; 81.71112;1.00000
842.92576;82.11251;      0.62326; 81.70454;1.00000
843.39755;82.16053;      0.62338; 81.69792;1.00000
843.88540;82.20854;      0.62295; 81.69211;1.00000
844.34565;82.25656;      0.62261; 81.69194;1.00000
844.82193;82.30458;      0.62312; 81.68991;1.00000
845.29442;82.35260;      0.62329; 81.68339;1.00000
845.77173;82.40062;      0.62372; 81.67496;1.00000
846.24339;82.44864;      0.62291; 81.66913;1.00000
846.71292;82.49666;      0.62363; 81.66721;1.00000
847.19843;82.54468;      0.62324; 81.66398;1.00000
847.66392;82.59270;      0.62356; 81.65954;1.00000
848.13194;82.64072;      0.62356; 81.65187;1.00000
848.61096;82.68873;      0.62450; 81.64514;1.00000
849.07522;82.73675;      0.62420; 81.63997;1.00000
849.55376;82.78477;      0.62473; 81.63960;1.00000
850.02618;82.83279;      0.62471; 81.63692;1.00000
850.49598;82.88081;      0.62455; 81.63398;1.00000
850.97039;82.92883;      0.62441; 81.63007;1.00000
851.44514;82.97685;      0.62601; 81.62721;1.00000
851.91279;83.02487;      0.62605; 81.62486;1.00000
852.38910;83.07289;      0.62654; 81.62296;1.00000
852.85542;83.12091;      0.62682; 81.61998;1.00000
853.32548;83.16892;      0.62735; 81.61714;1.00000
853.80357;83.21694;      0.62673; 81.61513;1.00000
854.27232;83.26496;      0.62763; 81.61251;1.00000
854.74950;83.31298;      0.62692; 81.60965;1.00000
855.22253;83.36100;      0.62781; 81.60284;1.00000
855.69505;83.40902;      0.62728; 81.59808;1.00000
856.16269;83.45704;      0.62872; 81.59229;1.00000
856.63750;83.50506;      0.62895; 81.58757;1.00000
857.11358;83.55308;      0.62882; 81.57728;1.00000
857.59235;83.60110;      0.62865; 81.56779;1.00000
858.06224;83.64911;      0.62888; 81.56102;1.00000
858.53509;83.69713;      0.62981; 81.55900;1.00000
859.00600;83.74515;      0.62898; 81.55659;1.00000
859.48420;83.79317;      0.62992; 81.55100;1.00000
859.95940;83.84119;      0.62900; 81.54689;1.00000
860.42778;83.88921;      0.62967; 81.54500;1.00000
860.90512;83.93723;      0.62923; 81.54316;1.00000
861.37245;83.98525;      0.63022; 81.54036;1.00000
861.84687;84.03327;      0.62969; 81.53890;1.00000
862.32166;84.08129;      0.63028; 81.53792;1.00000
862.79859;84.12930;      0.63086; 81.53598;1.00000
863.26852;84.17732;      0.63005; 81.53131;1.00000
863.73964;84.22534;      0.63142; 81.52358;1.00000
864.21530;84.27336;      0.63041; 81.51325;1.00000
864.68125;84.32138;      0.63048; 81.50578;1.00000
865.16640;84.36940;      0.63033; 81.50009;1.00000
865.63867;84.41742;      0.63134; 81.49140;1.00000
866.11795;84.46544;      0.63124; 81.48491;1.00000
866.59078;84.51346;      0.63179; 81.47844;1.00000
867.06046;84.56148;      0.63265; 81.46968;1.00000
867.53435;84.60949;      0.63169; 81.46207;1.00000
868.01062;84.65751;      0.63278; 81.45534;1.00000
868.48043;84.70553;      0.63276; 81.44888;1.00000
868.95381;84.75355;      0.63343; 81.44487;1.00000
869.43253;84.80157;      0.63380; 81.44403;1.00000
869.90280;84.84959;      0.63453; 81.44102;1.00000
870.37251;84.89761;      0.63388; 81.43831;1.00000
870.84915;84.94563;      0.63489; 81.43434;1.00000
871.32584;84.99365;      0.63440; 81.43175;1.00000
871.80063;85.04167;      0.63469; 81.42247;1.00000
872.27196;85.08968;      0.63483; 81.41009;1.00000
872.74627;85.13770;      0.63564; 81.40122;1.00000
873.21381;85.18572;      0.63640; 81.39902;1.00000
873.69582;85.23374;      0.63505; 81.39796;1.00000
874.16221;85.28176;      0.63576; 81.39382;1.00000
874.63489;85.32978;      0.63569; 81.38903;1.00000
875.11815;85.37780;      0.63626; 81.38531;1.00000
875.58110;85.42582;      0.63686; 81.38088;1.00000
876.06530;85.47384;      0.63674; 81.38036;1.00000
876.53613;85.52186;      0.63673; 81.38104;1.00000
877.00969;85.56987;      0.63736; 81.37900;1.00000
877.48496;85.61789;      0.63735; 81.37616;1.00000
877.96880;85.66591;      0.63779; 81.37352;1.00000
878.43721;85.71393;      0.63809; 81.36960;1.00000
878.91714;85.76195;      0.63892; 81.36266;1.00000
879.38672;85.80997;      0.63858; 81.35700;1.00000
879.86615;85.85799;      0.63930; 81.35401;1.00000
880.34751;85.90601;      0.63967; 81.35349;1.00000
880.81997;85.95403;      0.63964; 81.35079;1.00000
881.29720;86.00205;      0.63944; 81.35101;1.00000
881.76959;86.05007;      0.64010; 81.35100;1.00000
882.24583;86.09808;      0.64038; 81.34902;1.00000
882.72728;86.14610;      0.64037; 81.34640;1.00000
883.19575;86.19412;      0.64062; 81.34270;1.00000
883.67908;86.24214;      0.64129; 81.33755;1.00000
884.15973;86.29016;      0.64156; 81.33297;1.00000
884.62352;86.33818;      0.64241; 81.32722;1.00000
885.09553;86.38620;      0.64246; 81.32467;1.00000
885.58173;86.43422;      0.64354; 81.32282;1.00000
886.05392;86.48224;      0.64381; 81.31900;1.00000
886.52853;86.53026;      0.64374; 81.31701;1.00000
887.01102;86.57827;      0.64536; 81.31801;1.00000
887.47596;86.62629;      0.64461; 81.31572;1.00000
887.95470;86.67431;      0.64578; 81.31292;1.00000
888.42269;86.72233;      0.64586; 81.31305;1.00000
888.91044;86.77035;      0.64697; 81.31096;1.00000
889.37330;86.81837;      0.64696; 81.30720;1.00000
889.84836;86.86639;      0.64798; 81.30236;1.00000
890.32052;86.91441;      0.64837; 81.29747;1.00000
890.79706;86.96243;      0.64740; 81.29481;1.00000
891.26763;87.01045;      0.64918; 81.29298;1.00000
891.74559;87.05846;      0.64892; 81.29005;1.00000
892.22172;87.10648;      0.64960; 81.28424;1.00000
892.68908;87.15450;      0.65039; 81.27854;1.00000
893.16473;87.20252;      0.64976; 81.27376;1.00000
893.63839;87.25054;      0.65067; 81.26995;1.00000
894.10472;87.29856;      0.65083; 81.26612;1.00000
894.58394;87.34658;      0.65210; 81.26432;1.00000
895.04919;87.39460;      0.65277; 81.26452;1.00000
895.52533;87.44262;      0.65253; 81.26935;1.00000
895.99606;87.49064;      0.65282; 81.27105;1.00000
896.47257;87.53865;      0.65322; 81.27193;1.00000
896.94754;87.58667;      0.65398; 81.27369;1.00000
897.42227;87.63469;      0.65435; 81.27297;1.00000
897.88937;87.68271;      0.65548; 81.26972;1.00000
898.36963;87.73073;      0.65529; 81.26592;1.00000
898.84291;87.77875;      0.65610; 81.26214;1.00000
899.30861;87.82677;      0.65669; 81.25994;1.00000
899.78293;87.87479;      0.65687; 81.25893;1.00000
900.25699;87.92281;      0.65735; 81.26026;1.00000
900.73539;87.97083;      0.65708; 81.26200;1.00000
901.20750;88.01884;      0.65794; 81.26198;1.00000
901.68150;88.06686;      0.65885; 81.26173;1.00000
902.15870;88.11488;      0.65769; 81.26098;1.00000
902.62024;88.16290;      0.65845; 81.25550;1.00000
903.09779;88.21092;      0.65878; 81.24984;1.00000
903.57090;88.25894;      0.65888; 81.24704;1.00000
904.04574;88.30696;      0.65935; 81.24426;1.00000
904.52924;88.35498;      0.66059; 81.24251;1.00000
905.00662;88.40300;      0.66076; 81.24220;1.00000
905.47392;88.45102;      0.66150; 81.24400;1.00000
905.95866;88.49903;      0.66173; 81.24207;1.00000
906.42897;88.54705;      0.66163; 81.24094;1.00000
906.89801;88.59507;      0.66252; 81.24014;1.00000
907.37228;88.64309;      0.66273; 81.23884;1.00000
907.84402;88.69111;      0.66409; 81.23595;1.00000
908.32486;88.73913;      0.66384; 81.23016;1.00000
908.80626;88.78715;      0.66585; 81.22353;1.00000
909.27312;88.83517;      0.66604; 81.21550;1.00000
909.75049;88.88319;      0.66711; 81.20858;1.00000
910.21525;88.93121;      0.66691; 81.20280;1.00000
910.68563;88.97922;      0.66783; 81.19512;1.00000
911.16327;89.02724;      0.66862; 81.18818;1.00000
911.63453;89.07526;      0.66910; 81.18257;1.00000
912.10431;89.12328;      0.66949; 81.17639;1.00000
912.57974;89.17130;      0.67107; 81.17185;1.00000
913.05212;89.21932;      0.67099; 81.16803;1.00000
913.52107;89.26734;      0.67121; 81.16602;1.00000
914.00131;89.31536;      0.67166; 81.16568;1.00000
