#EXPORTTYPE:DATA ALL
#FILE:DQ2V(10K).ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:1
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:调试
#DATE/TIME:23.08.2018 17:19
#CORR. FILE:基线Ar（1200,10K).ngb-bs3
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:煤及煤系气重点实验室
#OPERATOR:wangchg
#REMARK:
#SAMPLE:DQ2V
#SAMPLE MASS /mg:10
#MATERIAL:煤样
#REFERENCE:空坩埚
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /μV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:40°C/10.0(K/min)/1000°C
#SEGMENT:S1/1
#SEG. 1:40°C/10.0(K/min)/1000°C

##Temp./°C;Time/min;DSC/(uV/mg);Mass/%;Sensit./(uV/mW)
439.07921;41.72852;      0.38877; 96.06319;1.00000
439.57061;41.77654;      0.38889; 96.05567;1.00000
440.05037;41.82456;      0.38993; 96.04236;1.00000
440.53917;41.87258;      0.39068; 96.02414;1.00000
441.02977;41.92060;      0.39234; 96.01084;1.00000
441.52091;41.96861;      0.39221; 96.00044;1.00000
442.00976;42.01663;      0.39313; 95.98600;1.00000
442.49305;42.06465;      0.39375; 95.97361;1.00000
442.98533;42.11267;      0.39486; 95.96455;1.00000
443.47595;42.16069;      0.39609; 95.95281;1.00000
443.96353;42.20871;      0.39535; 95.93552;1.00000
444.43663;42.25673;      0.39729; 95.92129;1.00000
444.93553;42.30475;      0.39818; 95.91399;1.00000
445.42294;42.35277;      0.39834; 95.89714;1.00000
445.91898;42.40079;      0.39982; 95.88279;1.00000
446.39460;42.44880;      0.39985; 95.86547;1.00000
446.87948;42.49682;      0.40213; 95.84936;1.00000
447.36933;42.54484;      0.40185; 95.83226;1.00000
447.86605;42.59286;      0.40236; 95.81507;1.00000
448.34807;42.64088;      0.40288; 95.79355;1.00000
448.83519;42.68890;      0.40401; 95.77733;1.00000
449.33155;42.73692;      0.40517; 95.76090;1.00000
449.82370;42.78494;      0.40618; 95.74000;1.00000
450.31048;42.83296;      0.40654; 95.72390;1.00000
450.79649;42.88098;      0.40680; 95.70977;1.00000
451.27915;42.92899;      0.40798; 95.69630;1.00000
451.77479;42.97701;      0.40837; 95.68391;1.00000
452.26248;43.02503;      0.40951; 95.67189;1.00000
452.76119;43.07305;      0.41014; 95.64927;1.00000
453.24779;43.12107;      0.41022; 95.63468;1.00000
453.73618;43.16909;      0.41178; 95.62024;1.00000
454.22586;43.21711;      0.41177; 95.60005;1.00000
454.71954;43.26513;      0.41200; 95.58701;1.00000
455.19992;43.31315;      0.41254; 95.57206;1.00000
455.69051;43.36117;      0.41417; 95.54279;1.00000
456.19022;43.40918;      0.41421; 95.52628;1.00000
456.67519;43.45720;      0.41466; 95.50433;1.00000
457.16778;43.50522;      0.41529; 95.48029;1.00000
457.65906;43.55324;      0.41602; 95.45898;1.00000
458.15139;43.60126;      0.41725; 95.43451;1.00000
458.63641;43.64928;      0.41790; 95.41638;1.00000
459.12677;43.69730;      0.41913; 95.39922;1.00000
459.61926;43.74532;      0.41946; 95.37152;1.00000
460.11903;43.79334;      0.41913; 95.35596;1.00000
460.59484;43.84136;      0.42128; 95.33826;1.00000
461.09478;43.88937;      0.42099; 95.31425;1.00000
461.57993;43.93739;      0.42170; 95.29591;1.00000
462.07523;43.98541;      0.42162; 95.27306;1.00000
462.56515;44.03343;      0.42286; 95.25543;1.00000
463.05937;44.08145;      0.42311; 95.23347;1.00000
463.54275;44.12947;      0.42328; 95.21221;1.00000
464.03750;44.17749;      0.42380; 95.19307;1.00000
464.52176;44.22551;      0.42519; 95.16091;1.00000
465.01668;44.27353;      0.42484; 95.14774;1.00000
465.49700;44.32155;      0.42577; 95.12003;1.00000
465.99536;44.36956;      0.42511; 95.09921;1.00000
466.48978;44.41758;      0.42564; 95.06574;1.00000
466.98327;44.46560;      0.42617; 95.05245;1.00000
467.46519;44.51362;      0.42592; 95.03480;1.00000
467.95628;44.56164;      0.42688; 95.01331;1.00000
468.44990;44.60966;      0.42761; 94.99113;1.00000
468.94522;44.65768;      0.42705; 94.97089;1.00000
469.43088;44.70570;      0.42754; 94.93880;1.00000
469.93727;44.75372;      0.42793; 94.91527;1.00000
470.41025;44.80174;      0.42735; 94.89044;1.00000
470.91339;44.84975;      0.42867; 94.86417;1.00000
471.40242;44.89777;      0.42814; 94.83536;1.00000
471.89955;44.94579;      0.42835; 94.81146;1.00000
472.38029;44.99381;      0.42823; 94.79157;1.00000
472.87743;45.04183;      0.42814; 94.76618;1.00000
473.35357;45.08985;      0.42831; 94.73700;1.00000
473.84681;45.13787;      0.42897; 94.71280;1.00000
474.33101;45.18589;      0.42783; 94.69151;1.00000
474.83293;45.23391;      0.42868; 94.66424;1.00000
475.32638;45.28193;      0.42844; 94.64007;1.00000
475.81240;45.32994;      0.42854; 94.61804;1.00000
476.30706;45.37796;      0.42892; 94.58888;1.00000
476.78669;45.42598;      0.42902; 94.55331;1.00000
477.28022;45.47400;      0.42936; 94.52679;1.00000
477.77035;45.52202;      0.42908; 94.49243;1.00000
478.25838;45.57004;      0.42976; 94.46896;1.00000
478.74992;45.61806;      0.42872; 94.43687;1.00000
479.23658;45.66608;      0.42938; 94.39501;1.00000
479.72851;45.71410;      0.42898; 94.37779;1.00000
480.21719;45.76212;      0.42975; 94.34899;1.00000
480.69742;45.81014;      0.42945; 94.30986;1.00000
481.18734;45.85815;      0.42922; 94.28737;1.00000
481.67775;45.90617;      0.43001; 94.25203;1.00000
482.16947;45.95419;      0.42930; 94.21208;1.00000
482.66083;46.00221;      0.42973; 94.19168;1.00000
483.15636;46.05023;      0.43061; 94.15990;1.00000
483.63276;46.09825;      0.43015; 94.12270;1.00000
484.12089;46.14627;      0.42996; 94.08357;1.00000
484.61713;46.19429;      0.42996; 94.04171;1.00000
485.10268;46.24231;      0.43115; 94.02225;1.00000
485.59234;46.29033;      0.43055; 93.99080;1.00000
486.07194;46.33834;      0.43001; 93.95422;1.00000
486.57108;46.38636;      0.43076; 93.92876;1.00000
487.05104;46.43438;      0.43116; 93.88745;1.00000
487.54587;46.48240;      0.43091; 93.85961;1.00000
488.03543;46.53042;      0.43228; 93.83068;1.00000
488.52302;46.57844;      0.43215; 93.79292;1.00000
489.00612;46.62646;      0.43199; 93.76129;1.00000
489.50194;46.67448;      0.43206; 93.72058;1.00000
489.98158;46.72250;      0.43154; 93.69839;1.00000
490.47808;46.77052;      0.43174; 93.65931;1.00000
490.96619;46.81853;      0.43224; 93.62527;1.00000
491.45443;46.86655;      0.43249; 93.58475;1.00000
491.94842;46.91457;      0.43256; 93.54990;1.00000
492.43806;46.96259;      0.43243; 93.50968;1.00000
492.91546;47.01061;      0.43341; 93.46275;1.00000
493.41746;47.05863;      0.43336; 93.41893;1.00000
493.91124;47.10665;      0.43339; 93.38263;1.00000
494.38585;47.15467;      0.43391; 93.34526;1.00000
494.87193;47.20269;      0.43347; 93.29977;1.00000
495.36999;47.25071;      0.43528; 93.25366;1.00000
495.84551;47.29872;      0.43474; 93.22171;1.00000
496.33904;47.34674;      0.43458; 93.17998;1.00000
496.83402;47.39476;      0.43491; 93.14315;1.00000
497.32479;47.44278;      0.43653; 93.10067;1.00000
497.80292;47.49080;      0.43544; 93.06230;1.00000
498.29769;47.53882;      0.43698; 93.02305;1.00000
498.78237;47.58684;      0.43629; 92.97524;1.00000
499.27608;47.63486;      0.43680; 92.94984;1.00000
499.75715;47.68288;      0.43807; 92.91350;1.00000
500.24000;47.73090;      0.43743; 92.87558;1.00000
500.74329;47.77891;      0.43796; 92.83796;1.00000
501.22001;47.82693;      0.43845; 92.80475;1.00000
501.71228;47.87495;      0.43846; 92.77109;1.00000
502.20077;47.92297;      0.43890; 92.72971;1.00000
502.68996;47.97099;      0.44032; 92.68369;1.00000
503.16711;48.01901;      0.44126; 92.65459;1.00000
503.65886;48.06703;      0.44028; 92.61481;1.00000
504.14729;48.11505;      0.44141; 92.58315;1.00000
504.62956;48.16307;      0.44138; 92.54542;1.00000
505.12146;48.21109;      0.44186; 92.50516;1.00000
505.60748;48.25910;      0.44235; 92.46411;1.00000
506.09538;48.30712;      0.44354; 92.42173;1.00000
506.57589;48.35514;      0.44398; 92.39111;1.00000
507.06565;48.40316;      0.44391; 92.34875;1.00000
507.56647;48.45118;      0.44548; 92.30870;1.00000
508.04096;48.49920;      0.44520; 92.26492;1.00000
508.53364;48.54722;      0.44564; 92.22757;1.00000
509.00852;48.59524;      0.44651; 92.18806;1.00000
509.49088;48.64326;      0.44732; 92.14308;1.00000
509.98837;48.69128;      0.44679; 92.10573;1.00000
510.47511;48.73929;      0.44764; 92.06578;1.00000
510.96733;48.78731;      0.44803; 92.01825;1.00000
511.44177;48.83533;      0.44872; 91.97504;1.00000
511.93534;48.88335;      0.44952; 91.94123;1.00000
512.41588;48.93137;      0.45042; 91.90138;1.00000
512.90607;48.97939;      0.45042; 91.86549;1.00000
513.40167;49.02741;      0.45099; 91.82101;1.00000
513.87229;49.07543;      0.45151; 91.79061;1.00000
514.36184;49.12345;      0.45193; 91.75427;1.00000
514.84512;49.17147;      0.45306; 91.71575;1.00000
515.33717;49.21948;      0.45390; 91.67325;1.00000
515.81987;49.26750;      0.45451; 91.63334;1.00000
516.30378;49.31552;      0.45533; 91.58502;1.00000
516.78398;49.36354;      0.45557; 91.54953;1.00000
517.28229;49.41156;      0.45673; 91.50684;1.00000
517.75886;49.45958;      0.45792; 91.45831;1.00000
518.24107;49.50760;      0.45707; 91.43123;1.00000
518.72055;49.55562;      0.45854; 91.38311;1.00000
519.21041;49.60364;      0.46014; 91.33636;1.00000
519.69461;49.65166;      0.46008; 91.29664;1.00000
520.19166;49.69967;      0.46174; 91.25152;1.00000
520.67017;49.74769;      0.46243; 91.21679;1.00000
521.14776;49.79571;      0.46367; 91.17315;1.00000
521.63763;49.84373;      0.46315; 91.13871;1.00000
522.11183;49.89175;      0.46386; 91.09365;1.00000
522.60371;49.93977;      0.46479; 91.05619;1.00000
523.09440;49.98779;      0.46572; 91.01232;1.00000
523.56687;50.03581;      0.46720; 90.96758;1.00000
524.06877;50.08383;      0.46826; 90.93641;1.00000
524.54549;50.13185;      0.46807; 90.89361;1.00000
525.02272;50.17986;      0.46890; 90.85708;1.00000
525.51418;50.22788;      0.46933; 90.81805;1.00000
525.99621;50.27590;      0.47025; 90.77623;1.00000
526.47667;50.32392;      0.47176; 90.73048;1.00000
526.96594;50.37194;      0.47288; 90.68317;1.00000
527.45055;50.41996;      0.47378; 90.65204;1.00000
527.93788;50.46798;      0.47410; 90.61583;1.00000
528.41923;50.51600;      0.47509; 90.56635;1.00000
528.90892;50.56402;      0.47509; 90.53085;1.00000
529.38674;50.61204;      0.47707; 90.49363;1.00000
529.86255;50.66006;      0.47684; 90.46497;1.00000
530.36543;50.70807;      0.47805; 90.42875;1.00000
530.84300;50.75609;      0.47937; 90.38531;1.00000
531.32285;50.80411;      0.48077; 90.35957;1.00000
531.81287;50.85213;      0.48159; 90.32337;1.00000
532.28554;50.90015;      0.48209; 90.29092;1.00000
532.78301;50.94817;      0.48266; 90.25585;1.00000
533.26918;50.99619;      0.48385; 90.21537;1.00000
533.75211;51.04421;      0.48392; 90.17950;1.00000
534.23175;51.09223;      0.48520; 90.14549;1.00000
534.72062;51.14025;      0.48546; 90.11486;1.00000
535.20859;51.18826;      0.48726; 90.07595;1.00000
535.68749;51.23628;      0.48756; 90.03373;1.00000
536.17186;51.28430;      0.48830; 90.00073;1.00000
536.66777;51.33232;      0.48949; 89.96388;1.00000
537.14162;51.38034;      0.49050; 89.92881;1.00000
537.63159;51.42836;      0.49100; 89.88468;1.00000
538.11738;51.47638;      0.49183; 89.86271;1.00000
538.59499;51.52440;      0.49308; 89.83504;1.00000
539.08967;51.57242;      0.49314; 89.79950;1.00000
539.57664;51.62044;      0.49397; 89.76859;1.00000
540.04567;51.66845;      0.49408; 89.73962;1.00000
540.53749;51.71647;      0.49572; 89.70736;1.00000
541.02229;51.76449;      0.49630; 89.67355;1.00000
541.50599;51.81251;      0.49714; 89.62791;1.00000
541.98210;51.86053;      0.49783; 89.60870;1.00000
542.47116;51.90855;      0.49853; 89.57858;1.00000
542.95362;51.95657;      0.49952; 89.53898;1.00000
543.44036;52.00459;      0.50093; 89.51712;1.00000
543.92874;52.05261;      0.50077; 89.48954;1.00000
544.40628;52.10063;      0.50184; 89.45966;1.00000
544.88434;52.14864;      0.50290; 89.43166;1.00000
545.37039;52.19666;      0.50353; 89.39783;1.00000
545.85313;52.24468;      0.50452; 89.38175;1.00000
546.34688;52.29270;      0.50500; 89.34880;1.00000
546.83354;52.34072;      0.50539; 89.32137;1.00000
547.31070;52.38874;      0.50732; 89.29329;1.00000
547.78893;52.43676;      0.50715; 89.26346;1.00000
548.26904;52.48478;      0.50811; 89.24052;1.00000
548.75751;52.53280;      0.50867; 89.21202;1.00000
549.23089;52.58082;      0.50986; 89.18860;1.00000
549.72392;52.62883;      0.50908; 89.16088;1.00000
550.20500;52.67685;      0.51100; 89.13465;1.00000
550.68104;52.72487;      0.51235; 89.10444;1.00000
551.16850;52.77289;      0.51277; 89.07975;1.00000
551.63567;52.82091;      0.51373; 89.04851;1.00000
552.12290;52.86893;      0.51461; 89.02310;1.00000
552.61012;52.91695;      0.51470; 88.99676;1.00000
553.08734;52.96497;      0.51537; 88.98057;1.00000
553.56577;53.01299;      0.51618; 88.95361;1.00000
554.05644;53.06101;      0.51703; 88.93858;1.00000
554.54105;53.10902;      0.51679; 88.91090;1.00000
555.02105;53.15704;      0.51830; 88.89323;1.00000
555.49707;53.20506;      0.51896; 88.87012;1.00000
555.97710;53.25308;      0.51939; 88.84511;1.00000
556.46635;53.30110;      0.52022; 88.82069;1.00000
556.94450;53.34912;      0.52086; 88.78819;1.00000
557.41568;53.39714;      0.52214; 88.76829;1.00000
557.89887;53.44516;      0.52205; 88.73648;1.00000
558.38668;53.49318;      0.52276; 88.71148;1.00000
558.86868;53.54120;      0.52368; 88.68956;1.00000
559.34444;53.58921;      0.52498; 88.66534;1.00000
559.82214;53.63723;      0.52520; 88.64294;1.00000
560.31074;53.68525;      0.52467; 88.61114;1.00000
560.79379;53.73327;      0.52649; 88.58664;1.00000
561.27840;53.78129;      0.52684; 88.55428;1.00000
561.74893;53.82931;      0.52748; 88.52958;1.00000
562.23567;53.87733;      0.52780; 88.50623;1.00000
562.72188;53.92535;      0.52822; 88.48806;1.00000
563.20090;53.97337;      0.52989; 88.46287;1.00000
563.68879;54.02139;      0.52987; 88.44720;1.00000
564.16215;54.06940;      0.53045; 88.41703;1.00000
564.64736;54.11742;      0.53052; 88.39745;1.00000
565.12768;54.16544;      0.53201; 88.37204;1.00000
565.61021;54.21346;      0.53230; 88.34737;1.00000
566.09253;54.26148;      0.53252; 88.32859;1.00000
566.56980;54.30950;      0.53327; 88.29733;1.00000
567.04642;54.35752;      0.53403; 88.28595;1.00000
567.53011;54.40554;      0.53522; 88.26599;1.00000
568.00749;54.45356;      0.53536; 88.24042;1.00000
568.49391;54.50158;      0.53662; 88.21749;1.00000
568.97078;54.54959;      0.53772; 88.18413;1.00000
569.45183;54.59761;      0.53848; 88.16101;1.00000
569.93676;54.64563;      0.53807; 88.13340;1.00000
570.41722;54.69365;      0.53857; 88.10540;1.00000
570.90269;54.74167;      0.54000; 88.08922;1.00000
571.38062;54.78969;      0.54047; 88.06813;1.00000
571.86165;54.83771;      0.54175; 88.04041;1.00000
572.34791;54.88573;      0.54173; 88.02157;1.00000
572.82620;54.93375;      0.54300; 88.00705;1.00000
573.30930;54.98177;      0.54347; 87.98504;1.00000
573.78088;55.02978;      0.54366; 87.96309;1.00000
574.26986;55.07780;      0.54434; 87.94612;1.00000
574.75955;55.12582;      0.54488; 87.92639;1.00000
575.22931;55.17384;      0.54552; 87.90048;1.00000
575.71797;55.22186;      0.54608; 87.88518;1.00000
576.19278;55.26988;      0.54657; 87.87500;1.00000
576.67623;55.31790;      0.54723; 87.86175;1.00000
577.15892;55.36592;      0.54846; 87.84467;1.00000
577.63743;55.41394;      0.54902; 87.83183;1.00000
578.11753;55.46196;      0.54914; 87.81250;1.00000
578.60079;55.50997;      0.55076; 87.79500;1.00000
579.07474;55.55799;      0.55086; 87.78065;1.00000
579.56638;55.60601;      0.55145; 87.76140;1.00000
580.04861;55.65403;      0.55280; 87.74608;1.00000
580.52719;55.70205;      0.55282; 87.73321;1.00000
581.00665;55.75007;      0.55435; 87.71998;1.00000
581.48708;55.79809;      0.55515; 87.69446;1.00000
581.96562;55.84611;      0.55448; 87.68120;1.00000
582.45104;55.89413;      0.55613; 87.66563;1.00000
582.92612;55.94215;      0.55649; 87.64514;1.00000
583.41377;55.99017;      0.55709; 87.62995;1.00000
583.89032;56.03818;      0.55740; 87.61642;1.00000
584.37859;56.08620;      0.55795; 87.59221;1.00000
584.85883;56.13422;      0.55905; 87.58077;1.00000
585.34416;56.18224;      0.55984; 87.56842;1.00000
585.81758;56.23026;      0.55992; 87.54991;1.00000
586.31531;56.27828;      0.56166; 87.53470;1.00000
586.78214;56.32630;      0.56203; 87.51713;1.00000
587.27087;56.37432;      0.56292; 87.50171;1.00000
587.75055;56.42234;      0.56364; 87.48603;1.00000
588.21961;56.47036;      0.56457; 87.46378;1.00000
588.70604;56.51837;      0.56516; 87.44316;1.00000
589.18697;56.56639;      0.56562; 87.43122;1.00000
589.67359;56.61441;      0.56607; 87.40698;1.00000
590.15123;56.66243;      0.56708; 87.38624;1.00000
590.62452;56.71045;      0.56765; 87.36987;1.00000
591.11185;56.75847;      0.56743; 87.35646;1.00000
591.59097;56.80649;      0.56978; 87.33902;1.00000
592.06909;56.85451;      0.56957; 87.31399;1.00000
592.54688;56.90253;      0.57038; 87.30416;1.00000
593.03564;56.95055;      0.57191; 87.28679;1.00000
593.51498;56.99856;      0.57188; 87.26945;1.00000
593.98377;57.04658;      0.57375; 87.25424;1.00000
594.47745;57.09460;      0.57412; 87.23797;1.00000
594.95180;57.14262;      0.57444; 87.21845;1.00000
595.42458;57.19064;      0.57519; 87.20192;1.00000
595.91270;57.23866;      0.57645; 87.18841;1.00000
596.38577;57.28668;      0.57649; 87.17670;1.00000
596.85724;57.33470;      0.57770; 87.16261;1.00000
597.34823;57.38272;      0.57897; 87.14500;1.00000
597.82953;57.43074;      0.57966; 87.12667;1.00000
598.30550;57.47875;      0.58019; 87.10947;1.00000
598.78793;57.52677;      0.58107; 87.09464;1.00000
599.25770;57.57479;      0.58217; 87.06505;1.00000
599.73619;57.62281;      0.58212; 87.05414;1.00000
600.22627;57.67083;      0.58305; 87.04080;1.00000
600.69790;57.71885;      0.58374; 87.02637;1.00000
601.17407;57.76687;      0.58494; 87.00589;1.00000
601.64938;57.81489;      0.58582; 86.98183;1.00000
602.13902;57.86291;      0.58674; 86.96502;1.00000
602.62386;57.91093;      0.58725; 86.95065;1.00000
603.09897;57.95894;      0.58718; 86.93439;1.00000
603.57845;58.00696;      0.58832; 86.92092;1.00000
604.06106;58.05498;      0.58935; 86.89925;1.00000
604.53220;58.10300;      0.58953; 86.88222;1.00000
605.01578;58.15102;      0.59118; 86.86765;1.00000
605.48533;58.19904;      0.59103; 86.85644;1.00000
605.96906;58.24706;      0.59232; 86.83691;1.00000
606.45031;58.29508;      0.59283; 86.82240;1.00000
606.92738;58.34310;      0.59309; 86.80074;1.00000
607.40609;58.39112;      0.59457; 86.78179;1.00000
607.88511;58.43913;      0.59511; 86.76826;1.00000
608.37298;58.48715;      0.59511; 86.75287;1.00000
608.85391;58.53517;      0.59545; 86.74012;1.00000
609.32032;58.58319;      0.59699; 86.72266;1.00000
609.79873;58.63121;      0.59730; 86.70569;1.00000
610.29004;58.67923;      0.59864; 86.69317;1.00000
610.76189;58.72725;      0.59959; 86.67607;1.00000
611.23594;58.77527;      0.59955; 86.66042;1.00000
611.72102;58.82329;      0.60077; 86.63733;1.00000
612.21528;58.87131;      0.60228; 86.62164;1.00000
612.67898;58.91932;      0.60283; 86.60625;1.00000
613.18011;58.96734;      0.60349; 86.58806;1.00000
613.64452;59.01536;      0.60462; 86.57329;1.00000
614.12813;59.06338;      0.60465; 86.56140;1.00000
614.61202;59.11140;      0.60615; 86.54962;1.00000
615.08700;59.15942;      0.60645; 86.53317;1.00000
615.57144;59.20744;      0.60697; 86.51535;1.00000
616.05540;59.25546;      0.60762; 86.49789;1.00000
616.53424;59.30348;      0.60838; 86.48706;1.00000
617.01495;59.35150;      0.60960; 86.47267;1.00000
617.50937;59.39951;      0.61034; 86.46017;1.00000
617.98601;59.44753;      0.61104; 86.44388;1.00000
618.46410;59.49555;      0.61200; 86.42791;1.00000
618.94262;59.54357;      0.61286; 86.41170;1.00000
619.42852;59.59159;      0.61297; 86.38760;1.00000
619.91243;59.63961;      0.61342; 86.37609;1.00000
620.39496;59.68763;      0.61507; 86.36077;1.00000
620.88308;59.73565;      0.61628; 86.34504;1.00000
621.35182;59.78367;      0.61658; 86.32546;1.00000
621.83721;59.83169;      0.61884; 86.31163;1.00000
622.31814;59.87970;      0.61835; 86.30008;1.00000
622.79564;59.92772;      0.61921; 86.28664;1.00000
623.27551;59.97574;      0.62038; 86.27720;1.00000
623.76195;60.02376;      0.62167; 86.25957;1.00000
624.23607;60.07178;      0.62175; 86.24592;1.00000
624.71497;60.11980;      0.62309; 86.23904;1.00000
625.19833;60.16782;      0.62420; 86.22844;1.00000
625.67975;60.21584;      0.62515; 86.22144;1.00000
626.16265;60.26386;      0.62596; 86.20747;1.00000
626.64460;60.31188;      0.62707; 86.19162;1.00000
627.11893;60.35989;      0.62821; 86.17902;1.00000
627.60015;60.40791;      0.62860; 86.16382;1.00000
628.08254;60.45593;      0.62970; 86.15032;1.00000
628.55983;60.50395;      0.63021; 86.13896;1.00000
629.04773;60.55197;      0.63122; 86.11133;1.00000
629.52993;60.59999;      0.63240; 86.10300;1.00000
630.00728;60.64801;      0.63339; 86.09156;1.00000
630.48649;60.69603;      0.63321; 86.07619;1.00000
630.96030;60.74405;      0.63459; 86.06317;1.00000
631.44588;60.79207;      0.63499; 86.04958;1.00000
631.91684;60.84009;      0.63554; 86.03699;1.00000
632.39060;60.88810;      0.63646; 86.02540;1.00000
632.87041;60.93612;      0.63746; 86.01451;1.00000
633.35113;60.98414;      0.63794; 86.00317;1.00000
633.83685;61.03216;      0.63905; 85.98717;1.00000
634.31778;61.08018;      0.63959; 85.97197;1.00000
634.78569;61.12820;      0.64112; 85.96430;1.00000
635.27009;61.17622;      0.64120; 85.95095;1.00000
635.74826;61.22424;      0.64261; 85.93213;1.00000
636.22839;61.27226;      0.64363; 85.92023;1.00000
636.72247;61.32028;      0.64484; 85.90594;1.00000
637.19649;61.36829;      0.64585; 85.89338;1.00000
637.64148;61.41631;      0.64613; 85.88272;1.00000
638.12368;61.46433;      0.64692; 85.86905;1.00000
638.60707;61.51235;      0.64740; 85.85864;1.00000
639.09045;61.56037;      0.64825; 85.84989;1.00000
639.55800;61.60839;      0.64920; 85.82973;1.00000
640.04020;61.65641;      0.65083; 85.81979;1.00000
640.51483;61.70443;      0.65061; 85.80898;1.00000
640.99832;61.75245;      0.65224; 85.80059;1.00000
641.47593;61.80047;      0.65163; 85.79191;1.00000
641.96071;61.84848;      0.65297; 85.78126;1.00000
642.43722;61.89650;      0.65383; 85.76599;1.00000
642.90641;61.94452;      0.65413; 85.75164;1.00000
643.39037;61.99254;      0.65556; 85.73745;1.00000
643.86835;62.04056;      0.65642; 85.72483;1.00000
644.33300;62.08858;      0.65694; 85.71149;1.00000
644.81743;62.13660;      0.65797; 85.69270;1.00000
645.32606;62.18462;      0.65868; 85.67407;1.00000
645.80816;62.23264;      0.66010; 85.66880;1.00000
646.28611;62.28066;      0.66041; 85.66087;1.00000
646.77044;62.32867;      0.66140; 85.65126;1.00000
647.24458;62.37669;      0.66218; 85.64264;1.00000
647.72858;62.42471;      0.66316; 85.63151;1.00000
648.20677;62.47273;      0.66324; 85.61615;1.00000
648.68628;62.52075;      0.66458; 85.60381;1.00000
649.15425;62.56877;      0.66525; 85.59330;1.00000
649.63570;62.61679;      0.66529; 85.57906;1.00000
650.11730;62.66481;      0.66585; 85.56491;1.00000
650.59579;62.71283;      0.66714; 85.55443;1.00000
651.08132;62.76085;      0.66711; 85.54390;1.00000
651.54872;62.80886;      0.66831; 85.52154;1.00000
652.02976;62.85688;      0.66898; 85.51073;1.00000
652.50684;62.90490;      0.66896; 85.50103;1.00000
652.98935;62.95292;      0.67050; 85.48915;1.00000
653.46102;63.00094;      0.67147; 85.47478;1.00000
653.94593;63.04896;      0.67154; 85.46326;1.00000
654.42959;63.09698;      0.67220; 85.45258;1.00000
654.89212;63.14500;      0.67320; 85.44152;1.00000
655.37418;63.19302;      0.67418; 85.43266;1.00000
655.85315;63.24104;      0.67411; 85.42173;1.00000
656.33848;63.28905;      0.67340; 85.41131;1.00000
656.81723;63.33707;      0.67542; 85.38904;1.00000
657.29225;63.38509;      0.67573; 85.37906;1.00000
657.76211;63.43311;      0.67671; 85.36705;1.00000
658.24786;63.48113;      0.67717; 85.35266;1.00000
658.72918;63.52915;      0.67681; 85.34119;1.00000
659.20715;63.57717;      0.67797; 85.33004;1.00000
659.68623;63.62519;      0.67913; 85.31630;1.00000
660.17152;63.67321;      0.68009; 85.30564;1.00000
660.64670;63.72123;      0.68048; 85.29778;1.00000
661.12628;63.76924;      0.68085; 85.28716;1.00000
661.60926;63.81726;      0.68189; 85.27459;1.00000
662.07458;63.86528;      0.68130; 85.26129;1.00000
662.55603;63.91330;      0.68176; 85.24816;1.00000
663.03426;63.96132;      0.68365; 85.22032;1.00000
663.51918;64.00934;      0.68398; 85.21111;1.00000
663.99347;64.05736;      0.68473; 85.20150;1.00000
664.47871;64.10538;      0.68482; 85.18439;1.00000
664.95816;64.15340;      0.68533; 85.16853;1.00000
665.43847;64.20142;      0.68595; 85.15766;1.00000
665.90871;64.24943;      0.68669; 85.14318;1.00000
666.39715;64.29745;      0.68810; 85.13072;1.00000
666.86351;64.34547;      0.68716; 85.11936;1.00000
667.34501;64.39349;      0.68819; 85.10724;1.00000
667.82714;64.44151;      0.68878; 85.08768;1.00000
668.30344;64.48953;      0.68924; 85.08196;1.00000
668.79771;64.53755;      0.69049; 85.07826;1.00000
669.26919;64.58557;      0.69048; 85.06997;1.00000
669.74189;64.63359;      0.69146; 85.05818;1.00000
670.22346;64.68161;      0.69143; 85.04751;1.00000
670.69639;64.72962;      0.69190; 85.03216;1.00000
671.17597;64.77764;      0.69195; 85.01942;1.00000
671.65169;64.82566;      0.69245; 85.00990;1.00000
672.12901;64.87368;      0.69307; 85.00093;1.00000
672.61428;64.92170;      0.69332; 84.98850;1.00000
673.08427;64.96972;      0.69465; 84.97507;1.00000
673.56900;65.01774;      0.69506; 84.96636;1.00000
674.04194;65.06576;      0.69473; 84.95348;1.00000
674.52256;65.11378;      0.69609; 84.93164;1.00000
675.00045;65.16180;      0.69549; 84.92387;1.00000
675.47517;65.20981;      0.69686; 84.91703;1.00000
675.95017;65.25783;      0.69671; 84.90711;1.00000
676.43260;65.30585;      0.69744; 84.89942;1.00000
676.90706;65.35387;      0.69800; 84.89267;1.00000
677.39122;65.40189;      0.69872; 84.88309;1.00000
677.86110;65.44991;      0.69924; 84.86602;1.00000
678.35021;65.49793;      0.69915; 84.85056;1.00000
